'Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Fp1','Fp2','F3','F7','F4','F8','T7','T8','Event'
0.13,0.1,0.24,0.46,0.12,0.1,0.77,0.41,0.38,0.31,0.38,1.24,0.25,0.23,1.38,1.07,0.58,0.47,1.03,2.72,0.5,0.47,12.46,1.83,1.05,0.97,2.66,6.88,1.4,1.18,11.02,4.66,0.66,0.66,5.95,5.37,1.75,1.29,12.4,4.13,0
0.13,0.1,0.24,0.47,0.11,0.1,0.76,0.42,0.38,0.32,0.35,1.23,0.26,0.24,1.39,1.07,0.57,0.49,0.98,2.59,0.5,0.46,12.25,1.71,1.06,1.01,2.7,6.61,1.39,1.18,10.73,4.45,0.64,0.64,5.57,5.3,1.66,1.29,12.57,4.12,0
0.12,0.1,0.24,0.44,0.1,0.1,0.75,0.4,0.38,0.33,0.35,1.27,0.27,0.24,1.41,1.1,0.57,0.51,0.95,2.51,0.49,0.46,12.07,1.63,1.07,1.04,2.76,6.43,1.36,1.17,10.49,4.3,0.62,0.62,5.2,5.24,1.66,1.29,12.74,4.1,0
0.12,0.1,0.23,0.43,0.11,0.09,0.72,0.39,0.39,0.34,0.34,1.28,0.27,0.24,1.47,1.12,0.58,0.53,0.92,2.44,0.49,0.46,11.86,1.58,1.08,1.07,2.83,6.34,1.35,1.17,10.31,4.42,0.6,0.6,4.86,5.18,1.65,1.29,12.96,4.04,0
0.12,0.1,0.21,0.41,0.11,0.1,0.77,0.38,0.39,0.35,0.33,1.29,0.26,0.23,1.54,1.12,0.59,0.55,0.91,2.38,0.51,0.46,11.6,1.53,1.09,1.1,2.87,6.41,1.34,1.17,10.11,4.56,0.56,0.59,4.55,5.08,1.64,1.29,13.24,3.95,0
0.11,0.1,0.2,0.38,0.12,0.09,0.8,0.36,0.39,0.35,0.31,1.29,0.25,0.23,1.54,1.12,0.59,0.57,0.9,2.3,0.53,0.46,11.23,1.48,1.1,1.12,2.87,6.42,1.33,1.18,10.02,4.65,0.53,0.6,4.25,5.03,1.65,1.27,13.47,3.9,0
0.11,0.11,0.19,0.37,0.12,0.09,0.77,0.37,0.38,0.35,0.3,1.3,0.25,0.22,1.48,1.12,0.6,0.6,0.88,2.24,0.55,0.45,10.89,1.46,1.11,1.12,2.88,6.4,1.31,1.2,9.9,4.71,0.54,0.61,3.97,4.98,1.64,1.25,13.66,3.84,0
0.11,0.11,0.19,0.37,0.13,0.1,0.75,0.37,0.39,0.35,0.3,1.32,0.25,0.23,1.47,1.17,0.6,0.62,0.86,2.16,0.56,0.44,10.58,1.42,1.11,1.12,2.89,6.41,1.31,1.2,9.81,4.8,0.54,0.63,3.7,4.98,1.64,1.24,13.9,3.79,0
0.11,0.12,0.18,0.37,0.13,0.1,0.72,0.36,0.38,0.36,0.3,1.31,0.25,0.23,1.48,1.19,0.6,0.65,0.83,2.07,0.55,0.45,10.25,1.35,1.11,1.12,2.91,6.41,1.33,1.19,9.78,4.85,0.54,0.65,3.44,5.01,1.64,1.23,14.16,3.77,0
0.1,0.12,0.18,0.35,0.13,0.1,0.75,0.35,0.37,0.36,0.3,1.26,0.26,0.23,1.48,1.17,0.59,0.66,0.83,2.01,0.54,0.47,9.99,1.33,1.1,1.1,2.91,6.35,1.34,1.18,9.78,4.91,0.55,0.66,3.22,4.98,1.63,1.21,14.4,3.75,0
0.1,0.12,0.18,0.33,0.13,0.1,0.75,0.34,0.36,0.33,0.31,1.22,0.25,0.22,1.44,1.16,0.58,0.64,0.83,1.95,0.52,0.49,9.72,1.28,1.08,1.06,2.92,6.32,1.36,1.15,9.74,5.01,0.56,0.66,3.18,4.9,1.61,1.19,14.52,3.72,0
0.1,0.12,0.17,0.31,0.13,0.1,0.73,0.34,0.35,0.32,0.31,1.19,0.25,0.22,1.45,1.16,0.59,0.63,0.83,1.88,0.51,0.51,9.39,1.24,1.06,1.02,2.97,6.29,1.39,1.14,9.78,5.15,0.56,0.65,3.11,4.79,1.57,1.18,14.74,3.65,0
0.1,0.12,0.17,0.3,0.13,0.09,0.74,0.34,0.35,0.3,0.31,1.23,0.26,0.22,1.51,1.16,0.61,0.62,0.84,1.84,0.5,0.53,9.07,1.21,1.05,0.99,3.06,6.27,1.44,1.11,9.78,5.31,0.55,0.66,3.02,4.64,1.53,1.17,15.09,3.59,0
0.1,0.12,0.16,0.32,0.13,0.09,0.69,0.35,0.34,0.29,0.3,1.23,0.26,0.22,1.5,1.11,0.62,0.6,0.82,1.79,0.49,0.54,8.69,1.14,1.04,0.96,3.15,6.34,1.51,1.15,9.77,5.47,0.55,0.66,2.93,4.53,1.47,1.15,15.39,3.55,0
0.09,0.12,0.16,0.34,0.13,0.09,0.67,0.38,0.32,0.27,0.29,1.21,0.27,0.22,1.48,1.08,0.63,0.59,0.81,1.74,0.49,0.54,8.3,1.08,1.02,0.92,3.21,6.41,1.55,1.19,9.8,5.63,0.54,0.66,2.81,4.4,1.42,1.14,15.71,3.53,0
0.09,0.11,0.17,0.35,0.13,0.09,0.65,0.4,0.31,0.28,0.32,1.27,0.27,0.21,1.46,1.08,0.63,0.62,0.86,1.73,0.49,0.54,7.96,1.09,1.02,0.88,3.28,6.53,1.59,1.22,9.86,5.77,0.53,0.66,2.74,4.32,1.38,1.12,16.1,3.49,0
0.1,0.11,0.19,0.36,0.13,0.09,0.64,0.41,0.31,0.29,0.33,1.28,0.27,0.21,1.44,1.07,0.64,0.64,0.93,1.8,0.5,0.54,7.63,1.1,1,0.85,3.33,6.67,1.62,1.25,9.89,5.92,0.53,0.67,2.67,4.25,1.35,1.1,16.45,3.5,0
0.09,0.11,0.19,0.35,0.13,0.09,0.64,0.39,0.29,0.3,0.32,1.24,0.28,0.22,1.41,1.04,0.63,0.67,0.99,1.91,0.52,0.54,7.34,1.13,0.98,0.82,3.36,6.79,1.63,1.27,9.88,6.01,0.54,0.68,2.57,4.11,1.29,1.08,16.77,3.51,0
0.1,0.11,0.46,0.4,0.32,0.19,0.67,0.48,0.3,0.31,0.73,1.39,0.5,0.34,1.58,1.16,0.66,0.68,1.58,1.98,0.82,0.75,6.91,1.39,1.01,0.79,5.58,7.35,2.18,1.54,9.6,6.34,0.65,0.67,6.42,5.86,2.56,1.62,19.1,5.12,0
0.11,0.12,0.77,0.52,0.44,0.26,0.72,0.62,0.3,0.36,0.92,1.49,0.56,0.4,1.69,1.21,0.67,0.77,1.92,1.95,0.89,0.78,6.46,1.45,1.03,0.83,7.07,8.12,2.6,1.75,9.78,6.48,0.72,0.67,13.49,8.99,4.32,2.53,21.48,6.81,0
0.11,0.11,0.99,0.7,0.48,0.3,0.73,0.75,0.29,0.38,1.02,1.4,0.56,0.4,1.73,1.17,0.68,0.83,2.7,2.25,1.11,0.91,6.28,1.76,1.06,0.86,8.55,8.58,3.18,2.07,9.63,6.71,0.78,0.66,22.55,14.64,6.95,4,22.97,10.41,0
0.11,0.11,0.94,0.71,0.46,0.29,0.81,0.75,0.28,0.4,1.19,1.44,0.57,0.42,1.75,1.22,0.7,0.89,3.12,2.35,1.26,1.01,6.21,1.92,1.08,0.92,10.42,9.23,3.78,2.44,9.59,7.03,0.9,0.66,32.07,20.78,9.82,5.53,24.66,14.63,0
0.11,0.1,0.93,0.71,0.45,0.29,0.8,0.77,0.28,0.43,1.31,1.44,0.61,0.44,1.64,1.26,0.71,0.95,3.52,2.63,1.4,1.1,6.25,2.1,1.1,1.01,12.27,9.84,4.32,2.74,9.55,7.85,1.12,0.73,41.32,26.77,12.59,7.09,26.13,18.81,0
0.12,0.11,0.92,0.69,0.44,0.29,0.8,0.74,0.28,0.45,1.4,1.52,0.65,0.46,1.64,1.34,0.71,0.99,4,2.85,1.53,1.18,6.37,2.29,1.14,1.09,13.97,10.49,4.85,3.01,10,8.68,1.34,0.89,49.9,32.31,15.18,8.54,27.47,22.68,0
0.13,0.12,0.91,0.67,0.44,0.31,0.82,0.74,0.28,0.47,1.57,1.57,0.7,0.48,1.68,1.41,0.71,1.01,4.4,3.04,1.66,1.26,6.56,2.5,1.17,1.16,15.54,11.18,5.33,3.27,10.88,9.39,1.54,1.06,57.92,37.48,17.59,9.9,28.42,26.29,0
0.14,0.12,0.96,0.69,0.48,0.34,0.89,0.79,0.29,0.48,1.59,1.65,0.78,0.53,1.81,1.53,0.71,1.04,4.59,3.26,1.71,1.31,6.8,2.62,1.2,1.21,17.05,12.06,5.77,3.51,11.78,9.9,1.77,1.21,65.71,42.52,19.92,11.21,30.86,29.81,0
0.16,0.13,1.08,0.76,0.5,0.35,0.91,0.83,0.3,0.5,1.67,1.7,0.8,0.54,1.87,1.63,0.7,1.06,5,3.42,1.83,1.37,7.02,2.79,1.22,1.25,18.44,13.1,6.26,3.72,12.64,10.44,1.99,1.37,73.76,47.58,22.38,12.61,34.43,33.34,0
0.17,0.15,1.07,0.78,0.51,0.36,0.93,0.82,0.31,0.51,1.82,1.65,0.85,0.56,1.83,1.68,0.69,1.07,5.3,3.47,1.91,1.42,7.43,2.94,1.27,1.29,19.59,13.94,6.71,3.89,13.37,11.03,2.22,1.55,82.45,52.94,24.96,14.06,38.03,37.17,0
0.19,0.15,1.11,0.75,0.55,0.38,0.95,0.84,0.32,0.52,1.89,1.63,0.89,0.58,1.82,1.74,0.69,1.09,5.63,3.53,2.02,1.5,7.85,3.09,1.31,1.32,20.58,14.76,7.05,4.11,14.13,11.64,2.43,1.71,90.86,58.67,27.5,15.48,41.27,41.08,0
0.2,0.16,1.2,0.74,0.57,0.39,1.01,0.88,0.33,0.53,2.14,1.62,0.86,0.56,1.76,1.75,0.7,1.11,5.67,3.61,2.02,1.51,8.41,3.15,1.35,1.36,21.53,15.64,7.33,4.36,14.77,12.47,2.61,1.86,100.19,64.66,30.27,17.04,44.59,45.25,0
0.27,0.18,1.19,0.75,0.55,0.39,0.94,0.91,0.34,0.53,2.27,1.74,0.89,0.55,1.81,1.73,0.7,1.13,5.92,3.76,2.06,1.53,8.91,3.2,1.43,1.39,22.54,16.31,7.65,4.55,15.34,13.15,2.86,2.01,109.69,70.73,33.1,18.63,48.58,49.46,0
0.29,0.18,1.16,0.73,0.56,0.4,0.96,0.9,0.4,0.54,2.4,1.82,0.88,0.57,1.89,1.76,0.73,1.14,6.15,3.87,2.11,1.54,9.42,3.25,1.5,1.43,23.39,16.84,7.94,4.73,15.79,13.72,3.09,2.19,119.24,76.81,35.95,20.24,52.44,53.69,0
0.28,0.19,1.18,0.72,0.57,0.41,0.93,0.91,0.44,0.55,2.53,1.87,0.87,0.62,1.88,1.78,0.82,1.15,6.39,3.94,2.17,1.57,9.99,3.31,1.55,1.47,24.26,17.39,8.19,4.93,16.28,14.25,3.31,2.36,128.52,82.73,38.69,21.78,56.24,57.79,0
0.29,0.2,1.2,0.7,0.57,0.4,0.92,0.98,0.45,0.56,2.54,1.87,0.89,0.64,1.8,1.77,0.91,1.16,6.45,3.89,2.17,1.58,10.63,3.27,1.61,1.51,25.14,17.97,8.42,5.12,16.57,14.77,3.52,2.53,137.26,88.35,41.27,23.24,59.8,61.67,0
0.28,0.19,1.19,0.66,0.56,0.38,0.91,0.96,0.47,0.55,2.62,1.88,0.86,0.66,1.88,1.8,0.98,1.16,6.56,3.86,2.19,1.58,11.14,3.33,1.73,1.55,25.88,18.48,8.63,5.29,16.75,15.25,3.72,2.69,145.34,93.52,43.67,24.6,62.97,65.26,0
0.28,0.19,1.2,0.79,0.56,0.38,0.98,0.96,0.54,0.55,2.64,2.01,0.89,0.68,1.84,1.79,1.05,1.16,6.73,3.69,2.23,1.59,11.74,3.35,1.8,1.58,26.54,18.99,8.87,5.46,16.89,15.74,3.91,2.84,152.73,98.24,45.87,25.84,65.91,68.54,0
0.29,0.19,1.19,0.82,0.54,0.37,0.98,0.99,0.63,0.54,2.65,2.15,0.93,0.71,1.85,1.81,1.12,1.15,6.9,3.75,2.26,1.58,12.24,3.43,2,1.61,27.19,19.48,9.12,5.63,16.9,16.22,4.07,2.97,159.37,102.52,47.84,26.95,68.47,71.51,0
0.29,0.19,1.15,0.84,0.5,0.36,0.96,0.94,0.69,0.54,2.7,2.31,0.95,0.7,1.77,1.76,1.26,1.14,7.08,4.03,2.31,1.61,12.7,3.53,2.33,1.64,27.76,19.88,9.32,5.76,16.87,16.64,4.21,3.09,165.3,106.36,49.61,27.94,70.61,74.18,0
0.29,0.19,1.08,0.9,0.48,0.34,0.92,0.92,0.76,0.54,2.77,2.38,0.98,0.68,1.76,1.73,1.39,1.14,7.22,4.29,2.34,1.65,13.22,3.58,2.64,1.66,28.25,20.31,9.49,5.88,16.68,17.07,4.33,3.19,170.6,109.76,51.2,28.83,72.28,76.56,0
0.3,0.19,1.04,1,0.46,0.33,0.9,0.91,0.82,0.53,2.88,2.43,1,0.68,1.72,1.74,1.52,1.14,7.41,4.55,2.36,1.7,13.65,3.62,2.94,1.69,28.72,20.72,9.65,6,16.51,17.48,4.45,3.28,175.39,112.84,52.65,29.62,73.66,78.71,0
0.3,0.19,0.99,0.98,0.43,0.33,0.88,0.88,0.88,0.53,2.94,2.44,1.01,0.67,1.7,1.68,1.63,1.14,7.55,4.87,2.38,1.73,14.1,3.62,3.21,1.72,29.17,21.1,9.8,6.12,16.28,17.89,4.55,3.37,179.73,115.63,53.96,30.33,74.82,80.67,0
0.3,0.2,0.93,1,0.4,0.32,0.88,0.87,0.93,0.53,3.02,2.52,1.02,0.67,1.65,1.67,1.75,1.14,7.66,5.16,2.4,1.78,14.54,3.6,3.48,1.74,29.55,21.4,9.94,6.21,16.23,18.23,4.64,3.45,183.7,118.16,55.16,30.99,75.78,82.45,0
0.31,0.2,0.87,1.03,0.38,0.31,0.88,0.87,0.99,0.53,3.12,2.6,1.03,0.67,1.6,1.73,1.86,1.13,7.75,5.44,2.41,1.8,14.93,3.57,3.73,1.76,29.86,21.59,10.04,6.29,16.3,18.47,4.73,3.52,187.36,120.47,56.26,31.58,76.84,84.06,0
0.31,0.2,0.86,1.12,0.36,0.32,0.89,0.87,1.03,0.54,3.17,2.77,1.03,0.66,1.55,1.78,1.97,1.13,7.87,5.8,2.44,1.85,15.24,3.58,3.96,1.78,30.08,21.85,10.12,6.35,16.29,18.66,4.82,3.58,190.75,122.57,57.28,32.13,77.77,85.54,0
0.32,0.2,0.82,1.19,0.34,0.32,0.85,0.87,1.09,0.53,3.19,2.96,1.05,0.63,1.46,1.93,2.06,1.14,8.02,6.26,2.47,1.91,15.51,3.65,4.19,1.79,30.27,22.03,10.26,6.42,16.31,18.71,4.89,3.64,193.9,124.57,58.23,32.65,78.53,86.94,0
0.34,0.22,0.79,1.22,0.33,0.33,0.83,0.82,1.15,0.54,3.23,3.07,1.08,0.6,1.39,2.11,2.13,1.12,8.16,6.64,2.49,1.96,15.79,3.74,4.38,1.82,30.47,22.14,10.38,6.49,16.35,18.78,4.96,3.69,196.81,126.42,59.1,33.13,79.29,88.22,0
0.36,0.23,2.31,2.25,0.73,0.52,1.09,1.36,1.18,0.54,4.53,3.71,1.37,0.82,1.74,2.48,2.19,1.1,9.15,7.43,2.72,1.98,16.03,4.02,4.48,1.85,29.2,21.08,9.86,6.05,15.53,17.51,4.95,3.75,196.94,126.42,59.07,33.1,78.43,88.18,0
0.36,0.23,2.3,2.34,0.71,0.52,1.29,1.41,1.22,0.54,4.36,3.64,1.32,0.8,2.11,2.38,2.24,1.03,8.82,7.65,2.62,1.95,16.64,4.09,4.59,1.8,27.36,20.73,9.17,5.8,14.85,16.63,4.84,3.72,192.87,123.86,57.77,32.35,75.51,86.38,0
0.43,0.24,2.31,2.33,0.75,0.58,2.03,1.33,1.32,0.53,4.31,3.68,1.29,0.87,2.86,2.42,2.32,0.96,8.68,7.72,2.51,1.89,15.57,4.05,4.67,1.74,25.65,20.12,8.55,5.44,16.87,15.89,4.68,3.63,186.25,119.57,55.76,31.23,70.6,83.38,0
0.41,0.25,2.46,2.37,0.74,0.58,3.07,1.34,1.4,0.51,4.35,3.61,1.23,0.88,4.58,2.38,2.5,0.89,8.46,7.82,2.4,1.81,15.82,3.93,4.81,1.69,24.31,19.49,7.96,5.06,19.43,15.12,4.48,3.5,178.56,114.58,53.48,29.94,68.51,79.91,0
0.42,0.25,2.43,2.36,0.71,0.57,3.73,1.32,1.47,0.51,4.25,3.7,1.2,0.89,6.2,2.43,2.66,0.84,8.42,7.91,2.3,1.71,16.23,3.86,5.03,1.63,23,19.01,7.49,4.71,21.91,14.34,4.29,3.36,170.86,109.62,51.22,28.66,70.28,76.44,0
0.42,0.25,2.35,2.33,0.69,0.57,4.15,1.29,1.56,0.51,4.23,3.77,1.17,0.91,7.98,2.46,2.77,0.8,8.37,8,2.22,1.64,16.73,3.9,5.27,1.56,21.79,18.53,7.04,4.39,24.52,13.53,4.11,3.22,163.61,104.96,49.07,27.45,71.71,73.17,0
0.43,0.25,2.27,2.33,0.69,0.56,4.45,1.26,1.63,0.5,4.42,3.82,1.13,0.95,9.75,2.49,2.87,0.75,8.07,8.04,2.12,1.59,17.99,4.02,5.49,1.5,20.47,18.1,6.6,4.35,26.63,12.7,3.93,3.08,156.92,100.7,47.1,26.32,72.56,70.21,0
0.44,0.25,2.15,2.35,0.67,0.57,4.92,1.29,1.7,0.5,4.46,3.73,1.09,0.97,11.26,2.4,2.96,0.72,7.98,8.02,2.04,1.54,19.72,4.18,5.68,1.45,19.16,17.64,6.21,4.34,28.71,11.91,3.76,2.95,150.62,96.69,45.24,25.27,72.68,67.4,0
0.44,0.26,2.2,2.38,0.7,0.56,5.25,1.34,1.77,0.5,4.61,3.74,1.08,1.03,12.6,2.45,3.04,0.68,7.92,7.89,1.98,1.44,21.46,4.21,5.85,1.4,18.07,17.2,5.86,4.35,30.78,11.45,3.61,2.83,144.54,92.83,43.49,24.27,71.98,64.71,0
0.44,0.26,2.24,2.42,0.72,0.58,5.55,1.35,1.82,0.49,4.68,3.72,1.11,1.14,13.9,2.45,3.12,0.64,7.85,7.86,1.93,1.4,23.3,4.28,5.99,1.35,17.22,16.8,5.52,4.35,32.69,11.25,3.45,2.71,138.69,89.12,41.78,23.28,70.31,62.11,0
0.45,0.26,2.19,2.53,0.71,0.58,5.86,1.48,1.87,0.49,4.57,3.73,1.09,1.23,15.21,2.45,3.19,0.61,7.6,7.86,1.88,1.39,25.14,4.4,6.13,1.3,16.36,16.44,5.23,4.35,34.31,11.1,3.29,2.6,132.88,85.48,40.05,22.29,67.95,59.57,0
0.46,0.26,2.14,2.5,0.68,0.61,6.18,1.57,1.91,0.48,4.58,3.71,1.1,1.31,16.4,2.45,3.25,0.57,7.45,7.86,1.82,1.36,26.69,4.48,6.26,1.26,15.44,16.03,5.04,4.33,35.79,10.93,3.16,2.49,127.21,81.72,38.31,21.28,64.94,56.94,0
0.47,0.26,2.24,2.5,0.69,0.64,6.43,1.59,1.95,0.47,4.78,3.66,1.13,1.37,17.44,2.48,3.31,0.53,7.43,7.82,1.77,1.44,28.12,4.66,6.37,1.21,14.75,15.56,4.82,4.33,37.16,10.77,3.06,2.37,122.5,77.95,36.55,20.28,61.28,54.32,0
0.44,0.26,2.27,2.49,0.68,0.64,6.6,1.59,1.96,0.47,4.81,3.66,1.09,1.45,18.46,2.44,3.4,0.51,7.37,7.85,1.72,1.5,29.39,4.84,6.33,1.16,14.08,15.13,4.67,4.37,38.43,10.66,2.94,2.27,117.31,74.29,34.73,19.32,60.06,51.69,0
0.44,0.26,2.21,2.65,0.69,0.64,6.7,1.58,1.95,0.46,4.89,3.94,1.04,1.53,19.47,2.43,3.44,0.48,7.28,7.74,1.73,1.54,30.54,5.03,6.26,1.11,13.66,14.92,4.57,4.45,39.41,10.47,2.8,2.17,111.66,70.68,32.87,18.37,62.52,49.04,0
0.44,0.26,2.21,2.72,0.68,0.7,6.82,1.63,1.95,0.45,4.95,4.17,1.05,1.61,20.68,2.55,3.48,0.45,7.09,8.06,1.75,1.54,31.5,5.21,6.21,1.07,13.44,14.53,4.47,4.44,40.19,10.28,2.66,2.07,105.68,66.83,31.02,17.41,64.76,46.38,0
0.44,0.27,2.98,3.4,0.71,0.73,7.53,1.6,1.96,0.45,5.14,4.97,1.04,1.68,22,2.54,3.5,0.46,7.53,8.05,1.74,1.57,32.11,5.69,6.18,1.01,13.21,14.64,4.4,4.46,41.37,9.69,2.57,1.96,99.52,62.95,29.18,16.42,67.06,43.72,0
0.55,0.27,3.37,3.9,0.76,0.73,7.67,1.75,2.06,0.44,6.08,5.97,1.03,1.72,22.72,2.81,3.51,0.46,8.29,7.48,1.74,1.57,32.28,5.9,6.07,0.96,14.22,15.86,4.41,4.5,42.17,9.52,2.57,1.86,93.45,59.09,27.31,15.43,69.55,41.1,0
0.54,0.27,3.43,4.35,0.77,0.74,7.55,1.83,2.01,0.43,6.85,7.02,1.1,1.76,23.1,3.21,3.37,0.46,9.24,7.98,1.78,1.59,32.49,6.06,5.83,0.94,15.16,17.01,4.36,4.51,42.43,10.28,2.48,1.75,87.35,55.23,25.48,14.44,72.15,38.57,0
0.54,0.28,3.38,4.83,0.77,0.73,7.41,1.98,1.95,0.42,7.62,8.08,1.15,1.78,23.19,3.48,3.2,0.45,10.56,8.78,1.81,1.59,33.02,6.34,5.59,0.94,15.95,18.14,4.25,4.52,42.92,11.06,2.42,1.64,81.46,51.56,23.73,13.49,74.13,36.15,0
0.55,0.27,3.31,5.36,0.78,0.74,7.38,2.06,1.91,0.43,8.36,8.98,1.21,1.79,23.11,3.75,3.05,0.47,12,9.59,1.84,1.57,33.68,6.58,5.37,0.92,16.8,19.05,4.16,4.58,43.23,11.86,2.36,1.54,75.8,48.1,22.08,12.57,75.84,33.86,0
0.55,0.28,3.3,5.72,0.8,0.73,7.35,2.14,1.87,0.43,8.97,9.97,1.26,1.79,23.04,4.09,2.9,0.48,13.44,10.14,1.89,1.56,34.3,6.68,5.17,0.91,17.59,19.82,4.09,4.71,44.53,12.69,2.3,1.44,70.47,44.83,20.55,11.69,77.28,31.73,0
0.56,0.28,3.35,6.1,0.8,0.73,7.23,2.26,1.84,0.43,9.48,10.85,1.3,1.8,23.47,4.41,2.77,0.48,14.74,10.68,1.95,1.56,34.97,6.7,5.03,0.9,18.42,20.61,4.03,4.83,45.67,13.4,2.24,1.34,65.46,41.73,19.11,10.86,78.67,29.77,0
0.56,0.27,3.3,6.52,0.8,0.74,7.16,2.31,1.81,0.43,9.88,11.47,1.37,1.8,24.2,4.61,2.64,0.48,16.06,11.17,2.02,1.56,35.82,6.7,4.94,0.88,19.36,21.26,3.98,4.94,46.4,13.99,2.21,1.26,60.87,38.86,17.79,10.1,80.27,27.94,0
0.57,0.27,3.24,6.83,0.82,0.74,7.15,2.34,1.77,0.44,10.31,11.93,1.47,1.8,24.99,4.8,2.51,0.49,17.36,11.68,2.11,1.56,36.83,6.67,4.85,0.87,20.36,21.86,3.91,5.06,46.91,14.5,2.19,1.18,56.6,36.16,16.57,9.4,81.89,26.23,0
0.58,0.27,3.24,7.11,0.86,0.74,7.12,2.38,1.73,0.44,10.8,12.37,1.59,1.8,25.76,4.92,2.39,0.49,18.72,12.2,2.26,1.59,37.9,6.59,4.75,0.86,21.18,22.39,3.92,5.18,48.21,14.84,2.17,1.1,52.64,33.64,15.44,8.76,83.41,24.59,0
0.59,0.28,3.46,7.21,0.91,0.75,7.28,2.62,1.7,0.45,10.72,12.55,1.55,1.81,26.26,5.18,2.27,0.48,19.78,13.03,2.53,1.63,39.39,6.45,4.66,0.86,22.36,22.46,4.21,5.31,49.29,15.07,2.13,1.03,49.07,31.33,14.39,8.16,84.94,23.1,0
0.6,0.28,4.45,7.39,1.14,0.74,7.14,2.75,1.68,0.45,12.13,12.94,1.8,1.82,27.26,5.58,2.15,0.46,19.45,13.8,2.88,1.7,39.89,6.45,4.6,0.85,25.57,22.59,4.8,5.42,49.26,15.4,2.09,0.97,45.79,29.18,13.44,7.61,86.09,21.74,0
0.61,0.28,4.83,7.33,1.23,0.75,6.95,2.85,1.65,0.45,13.58,13.41,2.19,1.82,28.17,5.91,2.04,0.44,20.66,14.24,3.26,1.75,40.36,6.55,4.54,0.84,29.96,23.19,5.66,5.53,49.98,15.75,2.02,0.92,42.5,27.24,12.53,7.08,87.63,20.48,0
0.61,0.27,5.87,7.45,1.39,0.72,6.75,2.92,1.61,0.44,13.12,14.27,2.15,1.85,29.07,6.15,1.93,0.42,22.51,14.7,3.39,1.74,40.72,6.76,4.48,0.83,35.31,23.75,6.65,5.56,50.98,15.99,1.96,0.87,39.72,25.41,11.73,6.61,88.76,19.29,0
0.64,0.26,6.27,7.6,1.46,0.75,7.94,3.07,1.54,0.43,12.66,15.1,2.11,1.9,30.12,6.25,1.85,0.4,24.09,15.12,3.51,1.79,41.5,7.01,4.39,0.83,41.29,24.21,7.69,5.51,51.02,16.03,1.9,0.82,37.14,23.66,11.03,6.18,89.07,18.15,0
0.63,0.25,6.51,7.73,1.41,0.74,8.22,3.26,1.48,0.42,12.85,15.84,2.25,1.85,29.18,6.34,1.84,0.4,26.08,15.54,3.79,1.89,40.39,7.24,4.23,0.82,47.97,24.57,8.91,5.36,50.61,16.07,1.78,0.78,34.54,21.99,10.29,5.77,88.25,17.06,0
0.63,0.23,6.35,7.96,1.39,0.72,7.99,3.43,1.44,0.41,13.75,16.98,2.42,1.82,28.75,6.42,1.83,0.39,28.63,15.48,4.13,1.96,39.6,7.6,4,0.83,54.2,25.08,10.11,5.17,50.16,16.29,1.71,0.74,32.28,20.38,9.65,5.39,86.94,16.07,0
0.59,0.23,6.82,7.97,1.48,0.69,7.68,3.57,1.35,0.4,14.01,17.98,2.56,1.79,28.22,6.47,1.77,0.39,31.09,15.51,4.62,2.02,38.66,7.95,3.75,0.84,60.5,25.74,11.31,5,49.98,16.41,1.61,0.7,30.14,18.96,9.05,5.05,85.75,15.15,0
0.56,0.22,6.73,7.78,1.46,0.66,7.48,3.69,1.25,0.39,13.78,19.1,2.57,1.76,27.47,6.76,1.72,0.39,33.1,15.35,5.02,2.06,37.71,8.49,3.53,0.86,66.74,26.38,12.6,4.85,49.85,16.37,1.52,0.67,28.07,17.83,8.44,4.73,84.55,14.29,0
0.51,0.21,6.72,7.72,1.46,0.63,7.2,3.78,1.16,0.37,13.82,20.03,2.61,1.73,26.95,6.83,1.66,0.39,35.22,15.79,5.35,2.12,36.98,8.93,3.31,0.86,72.65,26.77,13.87,4.74,49.93,16.14,1.41,0.67,26.19,16.72,7.91,4.44,83.37,13.5,0
0.49,0.21,6.75,7.63,1.47,0.61,6.93,3.83,1.08,0.35,13.9,20.68,2.64,1.71,26.47,6.91,1.6,0.4,37.36,16.39,5.74,2.14,36.25,9.18,3.09,0.85,77.96,27.07,14.96,4.71,50.02,15.73,1.33,0.67,24.4,15.63,7.45,4.14,82.29,12.72,0
0.45,0.21,6.83,7.44,1.44,0.7,6.54,3.96,1,0.35,14.03,21.44,2.64,1.7,25.86,7.04,1.55,0.41,38.93,16.61,6.07,2.04,35.88,9.42,2.89,0.83,82.79,27.32,15.91,4.62,50.5,15.32,1.25,0.67,22.6,14.68,7.02,3.87,81.1,12.03,0
0.42,0.21,7.86,7.18,1.57,0.68,6.29,3.78,0.93,0.35,14.69,22.08,2.64,1.59,25.5,6.83,1.5,0.4,41.87,16.87,6.22,2.06,36.25,10,2.77,0.83,88.48,27.98,16.87,4.55,51.31,15.27,1.17,0.66,24.04,13.77,6.64,3.63,79.81,11.36,0
