'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:42:39.840 11/09/2023]',0.13,0.07,1.37,0.00,0.17,0.30,1.53,1.78,0.37,0.22,1.98,0.01,0.28,0.39,2.11,3.02,0.77,0.33,3.92,0.01,0.63,0.86,5.97,7.71,1.22,0.78,8.69,0.02,1.73,2.19,9.20,12.02,2.38,1.58,80.93,0.04,11.60,17.38,47.79,40.88,0
'[11:42:39.869 11/09/2023]',0.12,0.07,1.35,0.00,0.16,0.29,1.54,1.81,0.37,0.23,1.98,0.01,0.27,0.38,2.01,3.02,0.76,0.32,4.02,0.01,0.66,0.87,6.01,7.86,1.24,0.78,8.59,0.02,1.74,2.20,9.12,12.20,2.39,1.61,77.48,0.03,11.11,16.52,45.57,39.15,0
'[11:42:39.899 11/09/2023]',0.12,0.07,1.33,0.00,0.16,0.29,1.50,1.86,0.37,0.23,1.97,0.01,0.27,0.39,1.94,3.07,0.75,0.31,4.13,0.01,0.69,0.87,6.06,8.02,1.26,0.78,8.52,0.02,1.75,2.22,9.10,12.30,2.41,1.65,74.24,0.03,10.68,15.74,43.56,37.61,0
'[11:42:39.934 11/09/2023]',0.12,0.06,1.34,0.00,0.16,0.29,1.47,1.91,0.38,0.23,1.97,0.01,0.27,0.39,1.87,3.05,0.74,0.30,4.13,0.01,0.71,0.89,6.02,8.03,1.28,0.77,8.51,0.01,1.75,2.24,9.15,12.35,2.44,1.70,71.05,0.03,10.30,15.00,41.62,36.15,0
'[11:42:39.965 11/09/2023]',0.12,0.07,1.37,0.00,0.16,0.28,1.44,1.99,0.37,0.23,1.93,0.01,0.27,0.38,1.81,3.01,0.73,0.30,4.18,0.01,0.74,0.92,5.98,8.00,1.31,0.77,8.44,0.01,1.79,2.25,9.16,12.33,2.47,1.75,67.94,0.03,10.46,14.30,39.78,35.15,0
'[11:42:40.002 11/09/2023]',0.12,0.06,1.36,0.00,0.15,0.27,1.43,2.02,0.36,0.24,1.93,0.00,0.27,0.39,1.85,3.03,0.72,0.29,4.18,0.01,0.75,0.94,5.89,7.92,1.33,0.76,8.40,0.01,1.81,2.27,9.21,12.35,2.50,1.81,65.02,0.02,10.57,13.66,38.11,35.45,0
'[11:42:40.037 11/09/2023]',0.13,0.06,1.34,0.00,0.15,0.26,1.43,2.06,0.35,0.24,1.96,0.00,0.26,0.41,1.82,3.05,0.70,0.30,4.18,0.01,0.76,0.95,5.79,7.84,1.34,0.78,8.32,0.01,1.83,2.28,9.26,12.34,2.54,1.87,62.57,0.02,10.61,13.16,36.77,35.56,0
'[11:42:40.089 11/09/2023]',0.13,0.06,1.30,0.00,0.15,0.25,1.44,2.06,0.35,0.24,2.01,0.00,0.26,0.42,1.82,3.09,0.68,0.30,4.23,0.01,0.76,0.96,5.73,7.78,1.35,0.79,8.19,0.01,1.85,2.27,9.34,12.30,2.59,1.93,60.43,0.02,10.63,12.74,35.66,35.59,0
'[11:42:40.220 11/09/2023]',0.13,0.06,1.40,0.00,0.15,0.25,1.38,2.16,0.34,0.24,2.09,0.00,0.26,0.43,1.77,3.09,0.67,0.30,4.38,0.01,0.78,0.98,5.69,7.69,1.35,0.80,7.92,0.01,1.87,2.22,9.45,12.27,2.63,2.00,58.33,0.02,10.60,12.31,34.51,35.45,0
'[11:42:40.333 11/09/2023]',0.13,0.07,1.37,0.00,0.15,0.23,1.38,2.17,0.34,0.24,2.01,0.00,0.25,0.43,1.77,2.98,0.65,0.31,4.49,0.01,0.78,0.99,5.64,7.55,1.34,0.82,7.72,0.01,1.90,2.19,9.55,12.13,2.66,2.05,56.03,0.02,10.54,11.83,33.20,35.20,0
'[11:42:40.437 11/09/2023]',0.13,0.07,1.40,0.00,0.15,0.23,1.47,2.20,0.34,0.24,2.10,0.00,0.25,0.45,1.85,2.88,0.64,0.31,4.57,0.01,0.77,1.02,5.69,7.47,1.34,0.83,7.70,0.01,1.94,2.15,9.69,12.29,2.69,2.09,53.81,0.02,10.47,11.64,31.91,34.90,0
'[11:42:40.540 11/09/2023]',0.14,0.07,1.35,0.00,0.15,0.23,1.44,2.19,0.34,0.24,2.15,0.00,0.24,0.44,1.89,2.92,0.63,0.31,4.69,0.00,0.77,1.04,5.78,7.41,1.34,0.83,7.92,0.01,1.97,2.10,9.86,12.56,2.71,2.13,51.80,0.02,10.39,11.44,30.71,34.59,0
'[11:42:40.635 11/09/2023]',0.14,0.07,1.32,0.00,0.15,0.23,1.41,2.19,0.33,0.24,2.20,0.00,0.23,0.42,1.90,3.00,0.62,0.31,4.81,0.00,0.76,1.05,5.86,7.37,1.32,0.83,8.07,0.01,2.00,2.07,9.96,12.72,2.73,2.16,50.02,0.01,10.32,11.24,29.60,34.28,0
'[11:42:40.762 11/09/2023]',0.13,0.07,1.31,0.00,0.14,0.22,1.39,2.19,0.32,0.25,2.21,0.00,0.22,0.41,1.91,3.09,0.60,0.30,4.91,0.00,0.75,1.05,5.96,7.33,1.28,0.82,8.23,0.01,2.03,2.10,10.03,12.89,2.75,2.19,48.56,0.01,10.36,11.05,28.89,34.03,0
'[11:42:40.867 11/09/2023]',0.13,0.07,1.28,0.00,0.14,0.21,1.37,2.18,0.31,0.24,2.25,0.00,0.21,0.39,1.92,3.18,0.58,0.29,4.99,0.00,0.75,1.06,6.00,7.28,1.24,0.81,8.32,0.01,2.04,2.11,9.99,12.98,2.77,2.21,47.13,0.01,10.50,10.86,28.37,33.77,0
'[11:42:40.963 11/09/2023]',0.13,0.06,1.29,0.00,0.14,0.21,1.32,2.18,0.30,0.24,2.29,0.00,0.21,0.40,1.96,3.20,0.57,0.28,5.11,0.00,0.78,1.06,6.11,7.32,1.20,0.80,8.40,0.01,2.05,2.15,9.93,13.08,2.79,2.24,45.66,0.01,10.62,10.63,27.76,33.90,0
'[11:42:41.059 11/09/2023]',0.14,0.06,1.38,0.00,0.13,0.22,1.46,2.29,0.29,0.23,2.38,0.00,0.20,0.42,1.86,3.27,0.54,0.27,5.40,0.00,0.82,1.02,6.37,7.49,1.15,0.79,8.34,0.01,2.05,2.17,9.69,13.00,2.80,2.25,44.42,0.01,10.76,10.47,27.30,34.27,0
'[11:42:41.159 11/09/2023]',0.14,0.07,1.50,0.00,0.13,0.22,1.45,2.32,0.27,0.23,2.36,0.00,0.20,0.43,1.92,3.27,0.51,0.26,5.23,0.00,0.85,1.04,6.31,7.41,1.10,0.77,8.23,0.00,2.06,2.20,9.55,13.06,2.83,2.27,42.96,0.01,11.00,10.43,27.23,35.02,0
'[11:42:41.187 11/09/2023]',0.13,0.07,1.48,0.00,0.13,0.22,1.41,2.33,0.26,0.22,2.42,0.00,0.20,0.44,1.97,3.29,0.48,0.26,5.08,0.00,0.86,1.04,6.25,7.33,1.05,0.76,8.10,0.00,2.07,2.25,9.42,13.11,2.87,2.29,41.51,0.01,11.30,10.50,27.50,35.99,0
'[11:42:41.217 11/09/2023]',0.13,0.06,1.46,0.00,0.13,0.21,1.42,2.30,0.25,0.22,2.48,0.00,0.21,0.48,1.91,3.20,0.46,0.25,4.96,0.00,0.88,1.08,6.10,7.15,1.01,0.74,8.23,0.00,2.08,2.31,9.42,13.27,2.92,2.30,40.09,0.01,11.61,10.63,27.97,37.07,0
'[11:42:41.254 11/09/2023]',0.13,0.06,1.52,0.00,0.15,0.25,1.41,2.19,0.24,0.21,2.65,0.00,0.24,0.52,1.99,3.01,0.47,0.24,4.83,0.00,0.85,1.13,5.83,6.97,0.99,0.72,8.41,0.00,2.00,2.25,9.15,12.86,2.92,2.32,38.81,0.01,11.76,10.69,28.21,37.58,0
'[11:42:41.285 11/09/2023]',0.13,0.06,1.54,0.00,0.16,0.26,1.40,2.11,0.23,0.21,2.65,0.00,0.25,0.51,2.00,2.89,0.47,0.24,4.89,0.00,0.81,1.12,5.60,6.80,0.96,0.70,8.73,0.00,1.95,2.24,8.95,12.39,2.88,2.30,38.76,0.01,11.75,10.85,28.17,37.57,0
'[11:42:41.317 11/09/2023]',0.13,0.06,1.63,0.00,0.17,0.27,1.43,2.14,0.23,0.20,2.67,0.00,0.26,0.51,2.06,2.86,0.47,0.23,4.98,0.00,0.80,1.12,5.32,6.68,0.93,0.69,9.05,0.00,1.89,2.27,8.82,12.02,2.82,2.24,39.19,0.01,11.64,10.99,28.01,37.32,0
'[11:42:41.351 11/09/2023]',0.13,0.06,1.58,0.00,0.16,0.25,1.40,2.02,0.22,0.19,2.51,0.00,0.26,0.48,1.95,2.82,0.46,0.23,4.97,0.00,0.77,1.10,5.06,6.51,0.89,0.67,9.26,0.00,1.83,2.27,8.75,11.78,2.75,2.17,39.72,0.01,11.50,11.11,28.43,36.98,0
'[11:42:41.380 11/09/2023]',0.12,0.06,1.55,0.00,0.15,0.25,1.35,1.91,0.21,0.19,2.40,0.00,0.25,0.48,1.88,2.77,0.45,0.22,4.95,0.00,0.73,1.08,4.85,6.30,0.86,0.64,9.65,0.00,1.74,2.35,8.84,11.71,2.69,2.09,40.38,0.01,11.37,11.29,28.99,36.74,0
'[11:42:41.407 11/09/2023]',0.12,0.06,1.48,0.00,0.15,0.24,1.33,1.79,0.21,0.18,2.26,0.00,0.24,0.46,1.82,2.80,0.43,0.21,4.94,0.00,0.69,1.08,4.63,6.08,0.82,0.62,10.02,0.00,1.71,2.45,9.18,11.76,2.64,2.00,41.03,0.01,11.28,11.50,29.67,36.61,0
'[11:42:41.439 11/09/2023]',0.11,0.05,1.40,0.00,0.14,0.23,1.26,1.73,0.20,0.18,2.27,0.00,0.23,0.45,1.80,2.77,0.42,0.21,4.88,0.00,0.66,1.06,4.53,5.96,0.79,0.60,10.27,0.00,1.70,2.53,9.43,11.73,2.59,1.92,41.49,0.00,11.23,11.77,30.46,36.61,0
'[11:42:41.460 11/09/2023]',0.11,0.05,1.33,0.00,0.14,0.23,1.20,1.64,0.20,0.17,2.40,0.00,0.23,0.43,1.77,2.80,0.41,0.20,4.82,0.00,0.66,1.07,4.49,5.88,0.77,0.59,10.51,0.00,1.71,2.59,9.72,11.74,2.55,1.85,42.59,0.00,11.22,12.07,31.35,36.73,0
'[11:42:41.491 11/09/2023]',0.11,0.05,1.27,0.00,0.13,0.22,1.13,1.54,0.19,0.17,2.50,0.00,0.23,0.41,1.80,2.84,0.41,0.20,4.79,0.00,0.66,1.07,4.43,5.82,0.74,0.57,10.75,0.00,1.73,2.66,10.00,11.76,2.51,1.78,44.59,0.00,11.22,12.39,32.28,36.90,0
'[11:42:41.517 11/09/2023]',0.10,0.05,1.23,0.00,0.12,0.21,1.07,1.44,0.18,0.17,2.57,0.00,0.23,0.38,1.87,2.91,0.40,0.20,4.75,0.00,0.66,1.08,4.38,5.78,0.72,0.56,11.03,0.00,1.75,2.72,10.26,11.82,2.46,1.72,46.52,0.00,11.22,12.68,33.16,37.05,0
'[11:42:41.548 11/09/2023]',0.10,0.05,1.18,0.00,0.12,0.20,1.06,1.37,0.18,0.16,2.70,0.00,0.24,0.37,1.93,2.92,0.40,0.19,4.79,0.00,0.65,1.09,4.34,5.80,0.71,0.54,11.25,0.00,1.74,2.77,10.44,11.76,2.42,1.65,48.31,0.00,11.20,12.93,33.94,37.09,0
'[11:42:41.570 11/09/2023]',0.09,0.05,1.19,0.00,0.14,0.21,1.00,1.35,0.17,0.16,2.88,0.00,0.27,0.38,1.96,2.98,0.39,0.19,4.87,0.00,0.65,1.12,4.20,5.78,0.69,0.53,11.47,0.00,1.78,2.81,10.44,11.75,2.36,1.59,49.90,0.00,11.14,13.13,34.57,37.01,0
'[11:42:41.598 11/09/2023]',0.10,0.05,1.11,0.00,0.13,0.20,0.95,1.30,0.18,0.16,2.95,0.00,0.27,0.37,2.03,2.94,0.38,0.19,4.86,0.00,0.64,1.12,4.04,5.75,0.67,0.51,11.70,0.00,1.82,2.85,10.50,11.84,2.30,1.55,51.27,0.00,11.04,13.28,35.05,36.79,0
'[11:42:41.624 11/09/2023]',0.09,0.05,1.06,0.00,0.13,0.19,0.92,1.26,0.18,0.15,3.02,0.00,0.29,0.35,2.08,2.89,0.36,0.17,4.87,0.00,0.64,1.12,3.91,5.73,0.65,0.48,11.91,0.00,1.85,2.88,10.55,11.90,2.23,1.50,52.41,0.00,10.89,13.37,35.40,36.44,0
'[11:42:41.653 11/09/2023]',0.09,0.05,1.03,0.00,0.12,0.19,0.91,1.19,0.17,0.15,3.02,0.00,0.29,0.35,2.18,2.84,0.34,0.17,4.90,0.00,0.64,1.10,3.80,5.63,0.62,0.47,12.08,0.00,1.84,2.89,10.53,11.83,2.16,1.45,53.34,0.00,10.71,13.42,35.63,35.95,0
'[11:42:41.680 11/09/2023]',0.08,0.05,1.02,0.00,0.13,0.20,0.90,1.26,0.17,0.15,3.11,0.00,0.28,0.34,2.29,2.97,0.33,0.16,4.91,0.00,0.62,1.07,3.69,5.41,0.60,0.46,12.19,0.00,1.84,2.90,10.53,11.76,2.09,1.39,54.07,0.00,10.51,13.43,35.74,35.39,0
'[11:42:41.704 11/09/2023]',0.08,0.05,1.06,0.00,0.12,0.20,0.96,1.33,0.17,0.14,3.19,0.00,0.29,0.36,2.23,3.01,0.33,0.16,4.73,0.00,0.63,1.04,3.62,5.09,0.57,0.45,12.10,0.00,1.84,2.86,10.37,11.56,2.02,1.33,54.61,0.00,10.28,13.40,35.73,34.75,0
'[11:42:41.731 11/09/2023]',0.08,0.05,1.05,0.00,0.12,0.20,0.95,1.31,0.17,0.14,3.15,0.00,0.30,0.35,2.19,2.96,0.33,0.15,4.60,0.00,0.64,1.03,3.79,4.84,0.55,0.44,11.98,0.00,1.84,2.82,10.17,11.35,1.96,1.27,55.01,0.00,10.04,13.36,35.65,34.07,0
'[11:42:41.763 11/09/2023]',0.08,0.05,1.02,0.00,0.11,0.19,0.93,1.30,0.17,0.14,3.12,0.00,0.31,0.35,2.16,2.92,0.32,0.15,4.50,0.00,0.65,1.01,3.95,4.66,0.53,0.43,11.84,0.00,1.84,2.78,9.94,11.09,1.91,1.21,55.32,0.00,9.80,13.30,35.54,33.40,0
'[11:42:41.795 11/09/2023]',0.07,0.05,0.97,0.00,0.11,0.19,0.91,1.26,0.16,0.13,3.03,0.00,0.32,0.34,2.11,2.85,0.32,0.15,4.29,0.00,0.65,0.98,4.06,4.45,0.52,0.42,11.57,0.00,1.83,2.71,9.64,10.79,1.86,1.15,55.51,0.00,9.57,13.24,35.37,32.72,0
'[11:42:41.827 11/09/2023]',0.07,0.05,0.97,0.00,0.11,0.20,0.86,1.19,0.16,0.13,2.93,0.00,0.33,0.33,2.05,2.73,0.31,0.14,4.16,0.00,0.65,0.95,4.10,4.52,0.52,0.41,11.28,0.00,1.80,2.65,9.45,10.46,1.81,1.09,55.61,0.00,9.35,13.17,35.19,32.07,0
'[11:42:41.854 11/09/2023]',0.07,0.04,1.00,0.00,0.10,0.21,0.86,1.13,0.16,0.13,2.87,0.00,0.34,0.33,2.01,2.65,0.30,0.14,4.08,0.00,0.65,0.94,4.21,4.66,0.51,0.40,10.94,0.00,1.77,2.57,9.57,10.08,1.77,1.04,55.54,0.00,9.13,13.06,34.93,31.42,0
'[11:42:41.882 11/09/2023]',0.07,0.04,1.01,0.00,0.10,0.21,0.83,1.08,0.16,0.12,2.84,0.00,0.35,0.32,2.08,2.57,0.30,0.14,3.91,0.00,0.64,0.92,4.26,4.71,0.50,0.40,10.60,0.00,1.76,2.48,9.76,10.07,1.72,1.00,55.14,0.00,8.89,12.90,34.51,30.68,0
'[11:42:41.914 11/09/2023]',0.06,0.04,0.95,0.00,0.10,0.21,0.78,1.07,0.16,0.12,2.74,0.00,0.35,0.32,2.19,2.46,0.30,0.13,3.82,0.00,0.65,0.94,4.34,4.80,0.50,0.40,10.44,0.00,1.74,2.43,9.93,10.11,1.67,0.95,54.68,0.00,8.66,12.73,34.08,29.98,0
'[11:42:41.946 11/09/2023]',0.06,0.04,0.90,0.00,0.10,0.21,0.78,1.06,0.15,0.12,2.67,0.00,0.36,0.33,2.34,2.37,0.30,0.13,3.79,0.00,0.66,0.97,4.45,4.93,0.50,0.42,10.44,0.00,1.73,2.46,10.03,10.10,1.63,0.91,54.06,0.00,8.43,12.54,33.57,29.26,0
'[11:42:41.972 11/09/2023]',0.06,0.04,1.02,0.00,0.11,0.24,0.86,1.06,0.15,0.11,2.76,0.00,0.37,0.36,2.42,2.36,0.30,0.13,3.82,0.00,0.66,1.04,4.53,5.02,0.49,0.43,10.14,0.00,1.72,2.46,9.91,10.04,1.56,0.86,52.62,0.00,8.12,12.17,32.58,28.20,0
'[11:42:42.009 11/09/2023]',0.06,0.04,0.96,0.00,0.10,0.24,0.83,1.01,0.15,0.11,2.64,0.00,0.37,0.35,2.49,2.31,0.30,0.13,3.77,0.00,0.65,1.06,4.48,5.06,0.47,0.45,9.62,0.00,1.68,2.42,9.57,9.83,1.49,0.82,50.61,0.00,7.73,11.69,31.27,26.92,0
'[11:42:42.039 11/09/2023]',0.06,0.04,0.91,0.00,0.10,0.23,0.80,1.03,0.14,0.10,2.50,0.00,0.38,0.34,2.50,2.24,0.30,0.13,3.70,0.00,0.65,1.09,4.45,5.13,0.46,0.46,9.13,0.00,1.65,2.40,9.23,9.61,1.41,0.78,48.33,0.00,7.33,11.15,29.82,25.56,0
'[11:42:42.088 11/09/2023]',0.06,0.05,0.87,0.00,0.09,0.23,0.77,1.04,0.14,0.10,2.39,0.00,0.37,0.32,2.51,2.19,0.30,0.13,3.79,0.00,0.64,1.12,4.39,5.16,0.45,0.46,8.70,0.00,1.67,2.38,8.91,9.37,1.33,0.74,45.98,0.00,6.92,10.60,28.35,24.20,0
'[11:42:42.194 11/09/2023]',0.05,0.05,0.86,0.00,0.09,0.22,0.77,1.05,0.15,0.11,2.23,0.00,0.37,0.31,2.49,2.10,0.29,0.13,3.83,0.00,0.64,1.14,4.38,5.23,0.43,0.45,8.34,0.00,1.68,2.36,8.78,9.06,1.26,0.71,43.64,0.00,6.53,10.05,26.87,22.86,0
'[11:42:42.310 11/09/2023]',0.06,0.05,0.81,0.00,0.09,0.22,0.75,1.06,0.15,0.12,2.10,0.00,0.37,0.29,2.49,2.03,0.28,0.14,3.85,0.00,0.64,1.17,4.36,5.31,0.41,0.45,8.05,0.00,1.70,2.38,8.90,8.71,1.19,0.68,41.40,0.00,6.16,9.54,25.48,21.60,0
'[11:42:42.392 11/09/2023]',0.06,0.06,0.79,0.00,0.09,0.22,0.73,1.03,0.15,0.13,2.06,0.00,0.37,0.29,2.48,1.94,0.28,0.14,3.94,0.00,0.64,1.20,4.30,5.33,0.40,0.44,8.06,0.00,1.71,2.40,8.96,8.37,1.12,0.66,39.23,0.00,5.81,9.03,24.12,20.38,0
'[11:42:42.478 11/09/2023]',0.06,0.06,0.78,0.00,0.09,0.22,0.68,1.00,0.15,0.14,2.05,0.00,0.37,0.29,2.44,1.85,0.28,0.15,3.95,0.00,0.63,1.22,4.22,5.33,0.42,0.43,8.13,0.00,1.70,2.40,8.97,8.08,1.06,0.64,37.08,0.00,5.46,8.53,22.77,19.18,0
'[11:42:42.573 11/09/2023]',0.06,0.06,0.75,0.00,0.08,0.21,0.65,0.99,0.15,0.14,2.06,0.00,0.38,0.28,2.39,1.76,0.28,0.15,3.95,0.00,0.61,1.20,4.15,5.34,0.43,0.42,8.21,0.00,1.67,2.35,8.97,7.78,0.99,0.61,34.94,0.00,5.12,8.03,21.41,17.96,0
'[11:42:42.685 11/09/2023]',0.06,0.06,0.70,0.00,0.08,0.21,0.62,0.99,0.15,0.15,2.08,0.00,0.37,0.28,2.31,1.70,0.28,0.15,3.95,0.00,0.60,1.17,4.07,5.33,0.44,0.40,8.25,0.00,1.64,2.29,8.93,7.79,0.93,0.59,32.89,0.00,4.79,7.55,20.13,16.81,0
'[11:42:42.792 11/09/2023]',0.06,0.06,0.66,0.00,0.08,0.20,0.58,0.98,0.15,0.16,2.07,0.00,0.36,0.28,2.24,1.63,0.28,0.15,3.98,0.00,0.59,1.14,4.00,5.35,0.44,0.38,8.28,0.00,1.61,2.23,8.86,7.97,0.88,0.56,31.11,0.00,4.48,7.08,18.88,15.69,0
'[11:42:42.894 11/09/2023]',0.06,0.06,0.64,0.00,0.07,0.19,0.58,0.93,0.15,0.16,2.06,0.00,0.35,0.27,2.19,1.63,0.28,0.15,3.96,0.00,0.58,1.10,3.97,5.35,0.44,0.39,8.25,0.00,1.57,2.15,8.78,8.04,0.84,0.54,29.88,0.00,4.18,6.63,17.69,14.65,0
'[11:42:42.996 11/09/2023]',0.06,0.06,0.63,0.00,0.07,0.18,0.57,1.00,0.16,0.17,2.02,0.00,0.33,0.26,2.12,1.56,0.28,0.16,3.92,0.00,0.56,1.06,3.92,5.24,0.45,0.40,8.16,0.00,1.52,2.08,8.73,8.03,0.80,0.51,28.56,0.00,3.91,6.23,16.61,13.70,0
'[11:42:43.094 11/09/2023]',0.06,0.06,0.64,0.00,0.08,0.18,0.56,1.01,0.16,0.17,1.97,0.00,0.32,0.25,2.02,1.56,0.28,0.16,3.90,0.00,0.56,1.03,3.93,5.14,0.45,0.41,8.16,0.00,1.47,2.00,8.61,7.99,0.76,0.48,27.19,0.00,3.68,5.87,15.69,12.89,0
'[11:42:43.181 11/09/2023]',0.06,0.06,0.62,0.00,0.08,0.17,0.64,1.02,0.16,0.17,1.92,0.00,0.31,0.25,2.02,1.61,0.27,0.16,3.84,0.00,0.56,0.99,3.84,5.02,0.46,0.42,8.17,0.00,1.43,1.93,8.55,7.95,0.73,0.46,25.86,0.00,3.47,5.55,14.88,12.17,0
'[11:42:43.214 11/09/2023]',0.06,0.07,0.64,0.00,0.09,0.16,0.64,0.99,0.16,0.17,1.85,0.00,0.30,0.24,2.02,1.68,0.26,0.17,3.77,0.00,0.55,0.95,3.73,4.87,0.46,0.43,8.09,0.00,1.40,1.88,8.56,7.84,0.69,0.43,24.57,0.00,3.28,5.26,14.10,11.50,0
'[11:42:43.243 11/09/2023]',0.06,0.07,0.62,0.00,0.08,0.15,0.64,0.95,0.16,0.18,1.84,0.00,0.29,0.24,2.04,1.77,0.27,0.17,3.67,0.00,0.55,0.91,3.63,4.71,0.45,0.44,7.98,0.00,1.38,1.83,8.55,7.73,0.66,0.41,23.31,0.00,3.10,4.99,13.37,10.87,0
'[11:42:43.273 11/09/2023]',0.06,0.07,0.60,0.00,0.09,0.15,0.61,0.97,0.16,0.18,1.83,0.00,0.29,0.25,2.09,1.87,0.27,0.17,3.56,0.00,0.54,0.86,3.52,4.54,0.45,0.45,7.87,0.00,1.35,1.80,8.51,7.60,0.62,0.39,22.08,0.00,2.94,4.73,12.71,10.31,0
'[11:42:43.305 11/09/2023]',0.06,0.07,0.62,0.00,0.09,0.15,0.63,1.00,0.16,0.18,1.84,0.00,0.29,0.25,2.14,1.93,0.27,0.17,3.47,0.00,0.54,0.82,3.40,4.32,0.46,0.46,7.72,0.00,1.32,1.76,8.43,7.66,0.59,0.39,20.83,0.00,2.78,4.48,12.03,9.73,0
'[11:42:43.338 11/09/2023]',0.07,0.08,0.64,0.00,0.09,0.15,0.65,1.01,0.16,0.19,1.77,0.00,0.27,0.24,2.15,1.92,0.28,0.17,3.45,0.00,0.53,0.80,3.29,4.13,0.46,0.46,7.34,0.00,1.28,1.68,8.20,7.70,0.56,0.39,19.60,0.00,2.63,4.23,11.40,9.23,0
'[11:42:43.365 11/09/2023]',0.07,0.08,0.63,0.00,0.09,0.15,0.62,0.96,0.16,0.19,1.69,0.00,0.25,0.24,2.07,1.88,0.27,0.18,3.36,0.00,0.51,0.76,3.15,3.99,0.45,0.47,6.85,0.00,1.24,1.57,7.88,7.69,0.52,0.39,18.31,0.00,2.48,3.97,10.69,8.68,0
'[11:42:43.396 11/09/2023]',0.09,0.08,0.72,0.00,0.14,0.20,0.65,0.97,0.18,0.20,1.80,0.00,0.33,0.30,2.09,1.90,0.29,0.18,3.28,0.00,0.56,0.80,2.96,3.76,0.51,0.47,6.76,0.00,1.30,1.57,7.66,7.78,0.55,0.39,18.57,0.00,2.59,4.06,10.83,8.92,0
'[11:42:43.419 11/09/2023]',0.10,0.09,0.80,0.00,0.16,0.22,0.73,1.02,0.20,0.22,1.79,0.00,0.35,0.33,2.09,1.88,0.31,0.19,3.11,0.00,0.56,0.78,2.78,3.59,0.54,0.49,6.98,0.00,1.36,1.67,7.48,7.97,0.60,0.38,20.10,0.00,2.92,4.45,11.88,9.98,0
'[11:42:43.449 11/09/2023]',0.12,0.10,0.84,0.00,0.17,0.23,0.74,1.03,0.22,0.24,1.74,0.00,0.34,0.31,2.07,1.90,0.33,0.21,3.13,0.00,0.58,0.81,2.71,3.41,0.57,0.52,6.95,0.00,1.45,1.77,7.42,8.03,0.67,0.37,22.25,0.00,3.35,5.00,13.35,11.42,0
'[11:42:43.477 11/09/2023]',0.12,0.11,0.82,0.00,0.17,0.22,0.71,1.03,0.24,0.26,1.76,0.00,0.34,0.31,2.11,1.96,0.35,0.24,3.06,0.00,0.60,0.83,2.62,3.40,0.61,0.55,7.08,0.00,1.54,1.89,7.31,8.11,0.77,0.38,24.69,0.00,3.83,5.60,14.97,13.01,0
'[11:42:43.507 11/09/2023]',0.13,0.12,0.79,0.00,0.17,0.21,0.69,1.08,0.25,0.28,1.77,0.00,0.35,0.32,2.13,2.05,0.36,0.26,3.01,0.00,0.61,0.84,2.58,3.61,0.65,0.58,7.33,0.00,1.61,2.00,7.15,8.38,0.86,0.42,27.11,0.00,4.31,6.21,16.66,14.59,0
'[11:42:43.534 11/09/2023]',0.14,0.12,0.76,0.00,0.18,0.20,0.68,1.04,0.27,0.29,1.76,0.00,0.36,0.33,2.15,2.02,0.37,0.29,3.02,0.00,0.62,0.86,2.56,3.88,0.70,0.62,7.77,0.00,1.68,2.09,7.18,8.69,0.95,0.47,29.30,0.00,4.75,6.77,18.21,16.08,0
'[11:42:43.563 11/09/2023]',0.15,0.13,0.71,0.00,0.18,0.19,0.67,0.99,0.28,0.30,1.73,0.00,0.36,0.33,2.11,2.02,0.38,0.31,3.08,0.00,0.64,0.87,2.59,4.10,0.76,0.65,8.22,0.00,1.74,2.18,7.21,8.93,1.04,0.51,31.13,0.00,5.17,7.30,19.52,17.49,0
'[11:42:43.587 11/09/2023]',0.17,0.14,0.76,0.00,0.19,0.20,0.71,1.02,0.29,0.31,1.70,0.00,0.36,0.33,2.07,1.94,0.40,0.33,3.19,0.00,0.67,0.87,2.71,4.37,0.82,0.68,8.60,0.00,1.79,2.27,7.26,9.13,1.12,0.54,32.53,0.00,5.58,7.84,20.95,18.90,0
'[11:42:43.619 11/09/2023]',0.17,0.15,0.76,0.00,0.19,0.20,0.70,1.01,0.29,0.32,1.69,0.00,0.37,0.33,2.06,1.94,0.42,0.35,3.23,0.00,0.68,0.88,2.82,4.54,0.88,0.70,8.95,0.00,1.84,2.37,7.40,9.40,1.20,0.57,34.51,0.00,6.01,8.40,22.44,20.37,0
'[11:42:43.652 11/09/2023]',0.18,0.15,0.74,0.00,0.19,0.20,0.69,1.01,0.29,0.33,1.71,0.00,0.37,0.33,2.08,1.94,0.44,0.37,3.28,0.00,0.69,0.89,2.97,4.68,0.93,0.73,9.27,0.00,1.89,2.45,7.50,9.67,1.29,0.62,36.97,0.00,6.50,9.03,24.11,21.99,0
