'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:31:47.463 11/09/2023]',0.22,0.11,0.34,0.55,0.14,0.15,0.90,0.44,0.51,0.21,0.46,1.05,0.28,0.27,1.50,0.89,0.98,0.41,1.36,3.29,0.53,0.48,14.21,2.25,1.51,0.92,3.59,8.73,1.61,1.19,13.69,5.95,0.99,0.64,13.76,9.01,4.23,2.33,14.92,6.33,0
'[11:31:47.489 11/09/2023]',0.21,0.11,0.32,0.56,0.13,0.15,0.84,0.45,0.48,0.22,0.44,1.04,0.27,0.27,1.48,0.91,0.92,0.42,1.35,3.29,0.53,0.48,14.08,2.24,1.43,0.91,3.55,8.81,1.62,1.19,13.51,6.02,0.96,0.65,12.80,8.38,3.94,2.17,14.23,5.88,0
'[11:31:47.515 11/09/2023]',0.20,0.11,0.30,0.53,0.12,0.15,0.80,0.42,0.46,0.22,0.42,1.02,0.27,0.27,1.48,0.90,0.87,0.43,1.35,3.32,0.54,0.49,13.98,2.26,1.36,0.90,3.51,8.86,1.64,1.19,13.35,6.08,0.92,0.67,11.90,7.78,3.66,2.01,13.41,5.45,0
'[11:31:47.560 11/09/2023]',0.19,0.11,0.29,0.53,0.12,0.14,0.78,0.41,0.45,0.22,0.41,1.01,0.27,0.27,1.41,0.92,0.82,0.45,1.32,3.28,0.53,0.50,13.88,2.23,1.30,0.90,3.46,8.90,1.64,1.19,13.24,6.11,0.88,0.68,11.12,7.23,3.40,1.87,12.73,5.07,0
'[11:31:47.577 11/09/2023]',0.18,0.10,0.28,0.51,0.12,0.14,0.74,0.41,0.43,0.22,0.40,1.04,0.25,0.26,1.42,0.96,0.78,0.46,1.26,3.14,0.51,0.49,13.71,2.14,1.23,0.88,3.39,8.84,1.64,1.18,13.01,6.05,0.85,0.69,10.38,6.75,3.16,1.74,12.10,4.70,0
'[11:31:47.602 11/09/2023]',0.17,0.10,0.30,0.56,0.13,0.14,0.75,0.43,0.42,0.22,0.39,0.99,0.26,0.26,1.39,0.92,0.74,0.47,1.22,3.06,0.51,0.48,13.53,2.10,1.17,0.87,3.29,8.69,1.63,1.17,12.76,5.96,0.82,0.70,9.69,6.30,2.93,1.61,11.35,4.38,0
'[11:31:47.633 11/09/2023]',0.16,0.10,0.28,0.53,0.13,0.14,0.72,0.41,0.41,0.22,0.39,1.04,0.25,0.24,1.42,0.95,0.71,0.47,1.22,3.04,0.51,0.48,13.42,2.10,1.12,0.86,3.14,8.46,1.57,1.13,12.49,5.79,0.79,0.71,9.04,5.88,2.72,1.50,10.82,4.34,0
'[11:31:47.666 11/09/2023]',0.16,0.11,0.27,0.51,0.12,0.13,0.69,0.40,0.41,0.23,0.37,1.08,0.25,0.24,1.44,0.97,0.68,0.48,1.21,3.01,0.50,0.48,13.30,2.09,1.07,0.84,2.97,8.19,1.50,1.14,12.17,5.59,0.76,0.72,8.42,5.49,2.52,1.39,11.13,4.31,0
'[11:31:47.697 11/09/2023]',0.15,0.11,0.26,0.48,0.12,0.12,0.72,0.39,0.40,0.25,0.36,1.09,0.26,0.24,1.45,0.97,0.66,0.45,1.17,2.96,0.49,0.48,13.17,2.06,1.07,0.82,2.81,7.97,1.45,1.15,11.93,5.44,0.74,0.72,7.85,5.20,2.34,1.29,11.39,4.26,0
'[11:31:47.727 11/09/2023]',0.15,0.10,0.24,0.46,0.12,0.12,0.70,0.38,0.40,0.27,0.35,1.08,0.26,0.24,1.43,0.96,0.64,0.44,1.14,2.93,0.48,0.48,13.02,2.04,1.07,0.84,2.72,7.73,1.40,1.16,11.71,5.28,0.71,0.71,7.32,5.36,2.18,1.26,11.70,4.18,0
'[11:31:47.752 11/09/2023]',0.14,0.11,0.23,0.46,0.12,0.11,0.69,0.38,0.39,0.28,0.35,1.11,0.26,0.24,1.37,0.98,0.61,0.42,1.09,2.86,0.48,0.47,12.84,1.97,1.06,0.88,2.67,7.42,1.39,1.17,11.43,5.06,0.69,0.70,6.84,5.38,2.02,1.29,12.04,4.17,0
'[11:31:47.788 11/09/2023]',0.14,0.10,0.24,0.46,0.12,0.11,0.73,0.40,0.39,0.29,0.37,1.19,0.26,0.23,1.39,1.04,0.60,0.45,1.05,2.77,0.49,0.47,12.61,1.89,1.06,0.93,2.64,7.19,1.41,1.17,11.28,4.89,0.67,0.68,6.40,5.37,1.89,1.28,12.22,4.17,0
'[11:31:47.818 11/09/2023]',0.13,0.10,0.24,0.46,0.12,0.10,0.77,0.41,0.38,0.31,0.38,1.24,0.25,0.23,1.38,1.07,0.58,0.47,1.03,2.72,0.50,0.47,12.46,1.83,1.05,0.97,2.66,6.88,1.40,1.18,11.02,4.66,0.66,0.66,5.95,5.37,1.75,1.29,12.40,4.13,0
'[11:31:47.845 11/09/2023]',0.13,0.10,0.24,0.47,0.11,0.10,0.76,0.42,0.38,0.32,0.35,1.23,0.26,0.24,1.39,1.07,0.57,0.49,0.98,2.59,0.50,0.46,12.25,1.71,1.06,1.01,2.70,6.61,1.39,1.18,10.73,4.45,0.64,0.64,5.57,5.30,1.66,1.29,12.57,4.12,0
'[11:31:47.872 11/09/2023]',0.12,0.10,0.24,0.44,0.10,0.10,0.75,0.40,0.38,0.33,0.35,1.27,0.27,0.24,1.41,1.10,0.57,0.51,0.95,2.51,0.49,0.46,12.07,1.63,1.07,1.04,2.76,6.43,1.36,1.17,10.49,4.30,0.62,0.62,5.20,5.24,1.66,1.29,12.74,4.10,0
'[11:31:47.907 11/09/2023]',0.12,0.10,0.23,0.43,0.11,0.09,0.72,0.39,0.39,0.34,0.34,1.28,0.27,0.24,1.47,1.12,0.58,0.53,0.92,2.44,0.49,0.46,11.86,1.58,1.08,1.07,2.83,6.34,1.35,1.17,10.31,4.42,0.60,0.60,4.86,5.18,1.65,1.29,12.96,4.04,0
'[11:31:47.949 11/09/2023]',0.12,0.10,0.21,0.41,0.11,0.10,0.77,0.38,0.39,0.35,0.33,1.29,0.26,0.23,1.54,1.12,0.59,0.55,0.91,2.38,0.51,0.46,11.60,1.53,1.09,1.10,2.87,6.41,1.34,1.17,10.11,4.56,0.56,0.59,4.55,5.08,1.64,1.29,13.24,3.95,0
'[11:31:48.012 11/09/2023]',0.11,0.10,0.20,0.38,0.12,0.09,0.80,0.36,0.39,0.35,0.31,1.29,0.25,0.23,1.54,1.12,0.59,0.57,0.90,2.30,0.53,0.46,11.23,1.48,1.10,1.12,2.87,6.42,1.33,1.18,10.02,4.65,0.53,0.60,4.25,5.03,1.65,1.27,13.47,3.90,0
'[11:31:48.078 11/09/2023]',0.11,0.11,0.19,0.37,0.12,0.09,0.77,0.37,0.38,0.35,0.30,1.30,0.25,0.22,1.48,1.12,0.60,0.60,0.88,2.24,0.55,0.45,10.89,1.46,1.11,1.12,2.88,6.40,1.31,1.20,9.90,4.71,0.54,0.61,3.97,4.98,1.64,1.25,13.66,3.84,0
'[11:31:48.142 11/09/2023]',0.11,0.11,0.19,0.37,0.13,0.10,0.75,0.37,0.39,0.35,0.30,1.32,0.25,0.23,1.47,1.17,0.60,0.62,0.86,2.16,0.56,0.44,10.58,1.42,1.11,1.12,2.89,6.41,1.31,1.20,9.81,4.80,0.54,0.63,3.70,4.98,1.64,1.24,13.90,3.79,0
'[11:31:48.214 11/09/2023]',0.11,0.12,0.18,0.37,0.13,0.10,0.72,0.36,0.38,0.36,0.30,1.31,0.25,0.23,1.48,1.19,0.60,0.65,0.83,2.07,0.55,0.45,10.25,1.35,1.11,1.12,2.91,6.41,1.33,1.19,9.78,4.85,0.54,0.65,3.44,5.01,1.64,1.23,14.16,3.77,0
'[11:31:48.270 11/09/2023]',0.10,0.12,0.18,0.35,0.13,0.10,0.75,0.35,0.37,0.36,0.30,1.26,0.26,0.23,1.48,1.17,0.59,0.66,0.83,2.01,0.54,0.47,9.99,1.33,1.10,1.10,2.91,6.35,1.34,1.18,9.78,4.91,0.55,0.66,3.22,4.98,1.63,1.21,14.40,3.75,0
'[11:31:48.342 11/09/2023]',0.10,0.12,0.18,0.33,0.13,0.10,0.75,0.34,0.36,0.33,0.31,1.22,0.25,0.22,1.44,1.16,0.58,0.64,0.83,1.95,0.52,0.49,9.72,1.28,1.08,1.06,2.92,6.32,1.36,1.15,9.74,5.01,0.56,0.66,3.18,4.90,1.61,1.19,14.52,3.72,0
'[11:31:48.396 11/09/2023]',0.10,0.12,0.17,0.31,0.13,0.10,0.73,0.34,0.35,0.32,0.31,1.19,0.25,0.22,1.45,1.16,0.59,0.63,0.83,1.88,0.51,0.51,9.39,1.24,1.06,1.02,2.97,6.29,1.39,1.14,9.78,5.15,0.56,0.65,3.11,4.79,1.57,1.18,14.74,3.65,0
'[11:31:48.461 11/09/2023]',0.10,0.12,0.17,0.30,0.13,0.09,0.74,0.34,0.35,0.30,0.31,1.23,0.26,0.22,1.51,1.16,0.61,0.62,0.84,1.84,0.50,0.53,9.07,1.21,1.05,0.99,3.06,6.27,1.44,1.11,9.78,5.31,0.55,0.66,3.02,4.64,1.53,1.17,15.09,3.59,0
'[11:31:48.515 11/09/2023]',0.10,0.12,0.16,0.32,0.13,0.09,0.69,0.35,0.34,0.29,0.30,1.23,0.26,0.22,1.50,1.11,0.62,0.60,0.82,1.79,0.49,0.54,8.69,1.14,1.04,0.96,3.15,6.34,1.51,1.15,9.77,5.47,0.55,0.66,2.93,4.53,1.47,1.15,15.39,3.55,0
'[11:31:48.573 11/09/2023]',0.09,0.12,0.16,0.34,0.13,0.09,0.67,0.38,0.32,0.27,0.29,1.21,0.27,0.22,1.48,1.08,0.63,0.59,0.81,1.74,0.49,0.54,8.30,1.08,1.02,0.92,3.21,6.41,1.55,1.19,9.80,5.63,0.54,0.66,2.81,4.40,1.42,1.14,15.71,3.53,0
'[11:31:48.634 11/09/2023]',0.09,0.11,0.17,0.35,0.13,0.09,0.65,0.40,0.31,0.28,0.32,1.27,0.27,0.21,1.46,1.08,0.63,0.62,0.86,1.73,0.49,0.54,7.96,1.09,1.02,0.88,3.28,6.53,1.59,1.22,9.86,5.77,0.53,0.66,2.74,4.32,1.38,1.12,16.10,3.49,0
'[11:31:48.698 11/09/2023]',0.10,0.11,0.19,0.36,0.13,0.09,0.64,0.41,0.31,0.29,0.33,1.28,0.27,0.21,1.44,1.07,0.64,0.64,0.93,1.80,0.50,0.54,7.63,1.10,1.00,0.85,3.33,6.67,1.62,1.25,9.89,5.92,0.53,0.67,2.67,4.25,1.35,1.10,16.45,3.50,0
'[11:31:48.764 11/09/2023]',0.09,0.11,0.19,0.35,0.13,0.09,0.64,0.39,0.29,0.30,0.32,1.24,0.28,0.22,1.41,1.04,0.63,0.67,0.99,1.91,0.52,0.54,7.34,1.13,0.98,0.82,3.36,6.79,1.63,1.27,9.88,6.01,0.54,0.68,2.57,4.11,1.29,1.08,16.77,3.51,0
'[11:31:48.834 11/09/2023]',0.10,0.11,0.46,0.40,0.32,0.19,0.67,0.48,0.30,0.31,0.73,1.39,0.50,0.34,1.58,1.16,0.66,0.68,1.58,1.98,0.82,0.75,6.91,1.39,1.01,0.79,5.58,7.35,2.18,1.54,9.60,6.34,0.65,0.67,6.42,5.86,2.56,1.62,19.10,5.12,0
'[11:31:48.888 11/09/2023]',0.11,0.12,0.77,0.52,0.44,0.26,0.72,0.62,0.30,0.36,0.92,1.49,0.56,0.40,1.69,1.21,0.67,0.77,1.92,1.95,0.89,0.78,6.46,1.45,1.03,0.83,7.07,8.12,2.60,1.75,9.78,6.48,0.72,0.67,13.49,8.99,4.32,2.53,21.48,6.81,0
'[11:31:48.956 11/09/2023]',0.11,0.11,0.99,0.70,0.48,0.30,0.73,0.75,0.29,0.38,1.02,1.40,0.56,0.40,1.73,1.17,0.68,0.83,2.70,2.25,1.11,0.91,6.28,1.76,1.06,0.86,8.55,8.58,3.18,2.07,9.63,6.71,0.78,0.66,22.55,14.64,6.95,4.00,22.97,10.41,0
'[11:31:49.001 11/09/2023]',0.11,0.11,0.94,0.71,0.46,0.29,0.81,0.75,0.28,0.40,1.19,1.44,0.57,0.42,1.75,1.22,0.70,0.89,3.12,2.35,1.26,1.01,6.21,1.92,1.08,0.92,10.42,9.23,3.78,2.44,9.59,7.03,0.90,0.66,32.07,20.78,9.82,5.53,24.66,14.63,0
'[11:31:49.028 11/09/2023]',0.11,0.10,0.93,0.71,0.45,0.29,0.80,0.77,0.28,0.43,1.31,1.44,0.61,0.44,1.64,1.26,0.71,0.95,3.52,2.63,1.40,1.10,6.25,2.10,1.10,1.01,12.27,9.84,4.32,2.74,9.55,7.85,1.12,0.73,41.32,26.77,12.59,7.09,26.13,18.81,0
'[11:31:49.055 11/09/2023]',0.12,0.11,0.92,0.69,0.44,0.29,0.80,0.74,0.28,0.45,1.40,1.52,0.65,0.46,1.64,1.34,0.71,0.99,4.00,2.85,1.53,1.18,6.37,2.29,1.14,1.09,13.97,10.49,4.85,3.01,10.00,8.68,1.34,0.89,49.90,32.31,15.18,8.54,27.47,22.68,0
'[11:31:49.083 11/09/2023]',0.13,0.12,0.91,0.67,0.44,0.31,0.82,0.74,0.28,0.47,1.57,1.57,0.70,0.48,1.68,1.41,0.71,1.01,4.40,3.04,1.66,1.26,6.56,2.50,1.17,1.16,15.54,11.18,5.33,3.27,10.88,9.39,1.54,1.06,57.92,37.48,17.59,9.90,28.42,26.29,0
'[11:31:49.110 11/09/2023]',0.14,0.12,0.96,0.69,0.48,0.34,0.89,0.79,0.29,0.48,1.59,1.65,0.78,0.53,1.81,1.53,0.71,1.04,4.59,3.26,1.71,1.31,6.80,2.62,1.20,1.21,17.05,12.06,5.77,3.51,11.78,9.90,1.77,1.21,65.71,42.52,19.92,11.21,30.86,29.81,0
'[11:31:49.140 11/09/2023]',0.16,0.13,1.08,0.76,0.50,0.35,0.91,0.83,0.30,0.50,1.67,1.70,0.80,0.54,1.87,1.63,0.70,1.06,5.00,3.42,1.83,1.37,7.02,2.79,1.22,1.25,18.44,13.10,6.26,3.72,12.64,10.44,1.99,1.37,73.76,47.58,22.38,12.61,34.43,33.34,0
'[11:31:49.172 11/09/2023]',0.17,0.15,1.07,0.78,0.51,0.36,0.93,0.82,0.31,0.51,1.82,1.65,0.85,0.56,1.83,1.68,0.69,1.07,5.30,3.47,1.91,1.42,7.43,2.94,1.27,1.29,19.59,13.94,6.71,3.89,13.37,11.03,2.22,1.55,82.45,52.94,24.96,14.06,38.03,37.17,0
'[11:31:49.203 11/09/2023]',0.19,0.15,1.11,0.75,0.55,0.38,0.95,0.84,0.32,0.52,1.89,1.63,0.89,0.58,1.82,1.74,0.69,1.09,5.63,3.53,2.02,1.50,7.85,3.09,1.31,1.32,20.58,14.76,7.05,4.11,14.13,11.64,2.43,1.71,90.86,58.67,27.50,15.48,41.27,41.08,0
'[11:31:49.237 11/09/2023]',0.20,0.16,1.20,0.74,0.57,0.39,1.01,0.88,0.33,0.53,2.14,1.62,0.86,0.56,1.76,1.75,0.70,1.11,5.67,3.61,2.02,1.51,8.41,3.15,1.35,1.36,21.53,15.64,7.33,4.36,14.77,12.47,2.61,1.86,100.19,64.66,30.27,17.04,44.59,45.25,0
'[11:31:49.269 11/09/2023]',0.27,0.18,1.19,0.75,0.55,0.39,0.94,0.91,0.34,0.53,2.27,1.74,0.89,0.55,1.81,1.73,0.70,1.13,5.92,3.76,2.06,1.53,8.91,3.20,1.43,1.39,22.54,16.31,7.65,4.55,15.34,13.15,2.86,2.01,109.69,70.73,33.10,18.63,48.58,49.46,0
'[11:31:49.294 11/09/2023]',0.29,0.18,1.16,0.73,0.56,0.40,0.96,0.90,0.40,0.54,2.40,1.82,0.88,0.57,1.89,1.76,0.73,1.14,6.15,3.87,2.11,1.54,9.42,3.25,1.50,1.43,23.39,16.84,7.94,4.73,15.79,13.72,3.09,2.19,119.24,76.81,35.95,20.24,52.44,53.69,0
'[11:31:49.322 11/09/2023]',0.28,0.19,1.18,0.72,0.57,0.41,0.93,0.91,0.44,0.55,2.53,1.87,0.87,0.62,1.88,1.78,0.82,1.15,6.39,3.94,2.17,1.57,9.99,3.31,1.55,1.47,24.26,17.39,8.19,4.93,16.28,14.25,3.31,2.36,128.52,82.73,38.69,21.78,56.24,57.79,0
'[11:31:49.353 11/09/2023]',0.29,0.20,1.20,0.70,0.57,0.40,0.92,0.98,0.45,0.56,2.54,1.87,0.89,0.64,1.80,1.77,0.91,1.16,6.45,3.89,2.17,1.58,10.63,3.27,1.61,1.51,25.14,17.97,8.42,5.12,16.57,14.77,3.52,2.53,137.26,88.35,41.27,23.24,59.80,61.67,0
'[11:31:49.383 11/09/2023]',0.28,0.19,1.19,0.66,0.56,0.38,0.91,0.96,0.47,0.55,2.62,1.88,0.86,0.66,1.88,1.80,0.98,1.16,6.56,3.86,2.19,1.58,11.14,3.33,1.73,1.55,25.88,18.48,8.63,5.29,16.75,15.25,3.72,2.69,145.34,93.52,43.67,24.60,62.97,65.26,0
'[11:31:49.414 11/09/2023]',0.28,0.19,1.20,0.79,0.56,0.38,0.98,0.96,0.54,0.55,2.64,2.01,0.89,0.68,1.84,1.79,1.05,1.16,6.73,3.69,2.23,1.59,11.74,3.35,1.80,1.58,26.54,18.99,8.87,5.46,16.89,15.74,3.91,2.84,152.73,98.24,45.87,25.84,65.91,68.54,0
'[11:31:49.438 11/09/2023]',0.29,0.19,1.19,0.82,0.54,0.37,0.98,0.99,0.63,0.54,2.65,2.15,0.93,0.71,1.85,1.81,1.12,1.15,6.90,3.75,2.26,1.58,12.24,3.43,2.00,1.61,27.19,19.48,9.12,5.63,16.90,16.22,4.07,2.97,159.37,102.52,47.84,26.95,68.47,71.51,0
'[11:31:49.464 11/09/2023]',0.29,0.19,1.15,0.84,0.50,0.36,0.96,0.94,0.69,0.54,2.70,2.31,0.95,0.70,1.77,1.76,1.26,1.14,7.08,4.03,2.31,1.61,12.70,3.53,2.33,1.64,27.76,19.88,9.32,5.76,16.87,16.64,4.21,3.09,165.30,106.36,49.61,27.94,70.61,74.18,0
'[11:31:49.497 11/09/2023]',0.29,0.19,1.08,0.90,0.48,0.34,0.92,0.92,0.76,0.54,2.77,2.38,0.98,0.68,1.76,1.73,1.39,1.14,7.22,4.29,2.34,1.65,13.22,3.58,2.64,1.66,28.25,20.31,9.49,5.88,16.68,17.07,4.33,3.19,170.60,109.76,51.20,28.83,72.28,76.56,0
'[11:31:49.524 11/09/2023]',0.30,0.19,1.04,1.00,0.46,0.33,0.90,0.91,0.82,0.53,2.88,2.43,1.00,0.68,1.72,1.74,1.52,1.14,7.41,4.55,2.36,1.70,13.65,3.62,2.94,1.69,28.72,20.72,9.65,6.00,16.51,17.48,4.45,3.28,175.39,112.84,52.65,29.62,73.66,78.71,0
'[11:31:49.553 11/09/2023]',0.30,0.19,0.99,0.98,0.43,0.33,0.88,0.88,0.88,0.53,2.94,2.44,1.01,0.67,1.70,1.68,1.63,1.14,7.55,4.87,2.38,1.73,14.10,3.62,3.21,1.72,29.17,21.10,9.80,6.12,16.28,17.89,4.55,3.37,179.73,115.63,53.96,30.33,74.82,80.67,0
'[11:31:49.588 11/09/2023]',0.30,0.20,0.93,1.00,0.40,0.32,0.88,0.87,0.93,0.53,3.02,2.52,1.02,0.67,1.65,1.67,1.75,1.14,7.66,5.16,2.40,1.78,14.54,3.60,3.48,1.74,29.55,21.40,9.94,6.21,16.23,18.23,4.64,3.45,183.70,118.16,55.16,30.99,75.78,82.45,0
'[11:31:49.622 11/09/2023]',0.31,0.20,0.87,1.03,0.38,0.31,0.88,0.87,0.99,0.53,3.12,2.60,1.03,0.67,1.60,1.73,1.86,1.13,7.75,5.44,2.41,1.80,14.93,3.57,3.73,1.76,29.86,21.59,10.04,6.29,16.30,18.47,4.73,3.52,187.36,120.47,56.26,31.58,76.84,84.06,0
'[11:31:49.653 11/09/2023]',0.31,0.20,0.86,1.12,0.36,0.32,0.89,0.87,1.03,0.54,3.17,2.77,1.03,0.66,1.55,1.78,1.97,1.13,7.87,5.80,2.44,1.85,15.24,3.58,3.96,1.78,30.08,21.85,10.12,6.35,16.29,18.66,4.82,3.58,190.75,122.57,57.28,32.13,77.77,85.54,0
'[11:31:49.684 11/09/2023]',0.32,0.20,0.82,1.19,0.34,0.32,0.85,0.87,1.09,0.53,3.19,2.96,1.05,0.63,1.46,1.93,2.06,1.14,8.02,6.26,2.47,1.91,15.51,3.65,4.19,1.79,30.27,22.03,10.26,6.42,16.31,18.71,4.89,3.64,193.90,124.57,58.23,32.65,78.53,86.94,0
'[11:31:49.715 11/09/2023]',0.34,0.22,0.79,1.22,0.33,0.33,0.83,0.82,1.15,0.54,3.23,3.07,1.08,0.60,1.39,2.11,2.13,1.12,8.16,6.64,2.49,1.96,15.79,3.74,4.38,1.82,30.47,22.14,10.38,6.49,16.35,18.78,4.96,3.69,196.81,126.42,59.10,33.13,79.29,88.22,0
'[11:31:49.747 11/09/2023]',0.36,0.23,2.31,2.25,0.73,0.52,1.09,1.36,1.18,0.54,4.53,3.71,1.37,0.82,1.74,2.48,2.19,1.10,9.15,7.43,2.72,1.98,16.03,4.02,4.48,1.85,29.20,21.08,9.86,6.05,15.53,17.51,4.95,3.75,196.94,126.42,59.07,33.10,78.43,88.18,0
'[11:31:49.779 11/09/2023]',0.36,0.23,2.30,2.34,0.71,0.52,1.29,1.41,1.22,0.54,4.36,3.64,1.32,0.80,2.11,2.38,2.24,1.03,8.82,7.65,2.62,1.95,16.64,4.09,4.59,1.80,27.36,20.73,9.17,5.80,14.85,16.63,4.84,3.72,192.87,123.86,57.77,32.35,75.51,86.38,0
'[11:31:49.808 11/09/2023]',0.43,0.24,2.31,2.33,0.75,0.58,2.03,1.33,1.32,0.53,4.31,3.68,1.29,0.87,2.86,2.42,2.32,0.96,8.68,7.72,2.51,1.89,15.57,4.05,4.67,1.74,25.65,20.12,8.55,5.44,16.87,15.89,4.68,3.63,186.25,119.57,55.76,31.23,70.60,83.38,0
'[11:31:49.836 11/09/2023]',0.41,0.25,2.46,2.37,0.74,0.58,3.07,1.34,1.40,0.51,4.35,3.61,1.23,0.88,4.58,2.38,2.50,0.89,8.46,7.82,2.40,1.81,15.82,3.93,4.81,1.69,24.31,19.49,7.96,5.06,19.43,15.12,4.48,3.50,178.56,114.58,53.48,29.94,68.51,79.91,0
'[11:31:49.870 11/09/2023]',0.42,0.25,2.43,2.36,0.71,0.57,3.73,1.32,1.47,0.51,4.25,3.70,1.20,0.89,6.20,2.43,2.66,0.84,8.42,7.91,2.30,1.71,16.23,3.86,5.03,1.63,23.00,19.01,7.49,4.71,21.91,14.34,4.29,3.36,170.86,109.62,51.22,28.66,70.28,76.44,0
'[11:31:49.898 11/09/2023]',0.42,0.25,2.35,2.33,0.69,0.57,4.15,1.29,1.56,0.51,4.23,3.77,1.17,0.91,7.98,2.46,2.77,0.80,8.37,8.00,2.22,1.64,16.73,3.90,5.27,1.56,21.79,18.53,7.04,4.39,24.52,13.53,4.11,3.22,163.61,104.96,49.07,27.45,71.71,73.17,0
'[11:31:49.926 11/09/2023]',0.43,0.25,2.27,2.33,0.69,0.56,4.45,1.26,1.63,0.50,4.42,3.82,1.13,0.95,9.75,2.49,2.87,0.75,8.07,8.04,2.12,1.59,17.99,4.02,5.49,1.50,20.47,18.10,6.60,4.35,26.63,12.70,3.93,3.08,156.92,100.70,47.10,26.32,72.56,70.21,0
'[11:31:49.973 11/09/2023]',0.44,0.25,2.15,2.35,0.67,0.57,4.92,1.29,1.70,0.50,4.46,3.73,1.09,0.97,11.26,2.40,2.96,0.72,7.98,8.02,2.04,1.54,19.72,4.18,5.68,1.45,19.16,17.64,6.21,4.34,28.71,11.91,3.76,2.95,150.62,96.69,45.24,25.27,72.68,67.40,0
'[11:31:50.041 11/09/2023]',0.44,0.26,2.20,2.38,0.70,0.56,5.25,1.34,1.77,0.50,4.61,3.74,1.08,1.03,12.60,2.45,3.04,0.68,7.92,7.89,1.98,1.44,21.46,4.21,5.85,1.40,18.07,17.20,5.86,4.35,30.78,11.45,3.61,2.83,144.54,92.83,43.49,24.27,71.98,64.71,0
'[11:31:50.112 11/09/2023]',0.44,0.26,2.24,2.42,0.72,0.58,5.55,1.35,1.82,0.49,4.68,3.72,1.11,1.14,13.90,2.45,3.12,0.64,7.85,7.86,1.93,1.40,23.30,4.28,5.99,1.35,17.22,16.80,5.52,4.35,32.69,11.25,3.45,2.71,138.69,89.12,41.78,23.28,70.31,62.11,0
'[11:31:50.173 11/09/2023]',0.45,0.26,2.19,2.53,0.71,0.58,5.86,1.48,1.87,0.49,4.57,3.73,1.09,1.23,15.21,2.45,3.19,0.61,7.60,7.86,1.88,1.39,25.14,4.40,6.13,1.30,16.36,16.44,5.23,4.35,34.31,11.10,3.29,2.60,132.88,85.48,40.05,22.29,67.95,59.57,0
'[11:31:50.245 11/09/2023]',0.46,0.26,2.14,2.50,0.68,0.61,6.18,1.57,1.91,0.48,4.58,3.71,1.10,1.31,16.40,2.45,3.25,0.57,7.45,7.86,1.82,1.36,26.69,4.48,6.26,1.26,15.44,16.03,5.04,4.33,35.79,10.93,3.16,2.49,127.21,81.72,38.31,21.28,64.94,56.94,0
'[11:31:50.299 11/09/2023]',0.47,0.26,2.24,2.50,0.69,0.64,6.43,1.59,1.95,0.47,4.78,3.66,1.13,1.37,17.44,2.48,3.31,0.53,7.43,7.82,1.77,1.44,28.12,4.66,6.37,1.21,14.75,15.56,4.82,4.33,37.16,10.77,3.06,2.37,122.50,77.95,36.55,20.28,61.28,54.32,0
'[11:31:50.364 11/09/2023]',0.44,0.26,2.27,2.49,0.68,0.64,6.60,1.59,1.96,0.47,4.81,3.66,1.09,1.45,18.46,2.44,3.40,0.51,7.37,7.85,1.72,1.50,29.39,4.84,6.33,1.16,14.08,15.13,4.67,4.37,38.43,10.66,2.94,2.27,117.31,74.29,34.73,19.32,60.06,51.69,0
'[11:31:50.420 11/09/2023]',0.44,0.26,2.21,2.65,0.69,0.64,6.70,1.58,1.95,0.46,4.89,3.94,1.04,1.53,19.47,2.43,3.44,0.48,7.28,7.74,1.73,1.54,30.54,5.03,6.26,1.11,13.66,14.92,4.57,4.45,39.41,10.47,2.80,2.17,111.66,70.68,32.87,18.37,62.52,49.04,0
'[11:31:50.477 11/09/2023]',0.44,0.26,2.21,2.72,0.68,0.70,6.82,1.63,1.95,0.45,4.95,4.17,1.05,1.61,20.68,2.55,3.48,0.45,7.09,8.06,1.75,1.54,31.50,5.21,6.21,1.07,13.44,14.53,4.47,4.44,40.19,10.28,2.66,2.07,105.68,66.83,31.02,17.41,64.76,46.38,0
'[11:31:50.546 11/09/2023]',0.44,0.27,2.98,3.40,0.71,0.73,7.53,1.60,1.96,0.45,5.14,4.97,1.04,1.68,22.00,2.54,3.50,0.46,7.53,8.05,1.74,1.57,32.11,5.69,6.18,1.01,13.21,14.64,4.40,4.46,41.37,9.69,2.57,1.96,99.52,62.95,29.18,16.42,67.06,43.72,0
'[11:31:50.604 11/09/2023]',0.55,0.27,3.37,3.90,0.76,0.73,7.67,1.75,2.06,0.44,6.08,5.97,1.03,1.72,22.72,2.81,3.51,0.46,8.29,7.48,1.74,1.57,32.28,5.90,6.07,0.96,14.22,15.86,4.41,4.50,42.17,9.52,2.57,1.86,93.45,59.09,27.31,15.43,69.55,41.10,0
