'FFT Bands',Delta,Delta,Delta,Delta,Delta,Delta,Delta,Delta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Theta,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Alpha,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Beta,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,Gamma,'Event'
'[11:15:14.023 26/09/2023]',0.07,4.58,0.06,0.06,0.06,0.05,0.10,0.66,0.27,5.87,0.25,0.27,0.20,0.15,0.21,0.81,0.34,10.14,0.40,0.35,0.36,0.24,0.52,3.37,1.02,10.13,1.03,1.20,0.98,1.16,2.13,6.74,1.29,6.39,0.99,1.01,0.91,1.32,1.89,5.89,0
'[11:15:14.047 26/09/2023]',0.07,4.66,0.06,0.06,0.06,0.05,0.10,0.63,0.27,6.11,0.25,0.28,0.21,0.15,0.20,0.81,0.35,10.44,0.41,0.38,0.37,0.25,0.53,3.24,1.02,10.92,1.02,1.22,0.98,1.16,2.13,6.82,1.33,6.96,1.04,1.04,0.97,1.35,1.87,5.89,0
'[11:15:14.076 26/09/2023]',0.07,4.73,0.06,0.06,0.06,0.05,0.09,0.63,0.28,6.31,0.25,0.28,0.22,0.16,0.20,0.78,0.36,10.73,0.42,0.40,0.38,0.25,0.54,3.10,1.02,11.59,1.01,1.23,0.99,1.18,2.14,7.10,1.36,7.47,1.10,1.08,1.04,1.38,1.87,6.28,0
'[11:15:14.108 26/09/2023]',0.07,4.80,0.05,0.06,0.06,0.05,0.10,0.61,0.28,6.51,0.26,0.29,0.23,0.15,0.20,0.80,0.37,11.02,0.42,0.42,0.38,0.26,0.55,3.02,1.01,12.16,1.00,1.24,1.00,1.20,2.13,7.35,1.38,7.99,1.16,1.15,1.12,1.40,1.86,6.64,0
'[11:15:14.137 26/09/2023]',0.07,4.76,0.05,0.06,0.06,0.05,0.09,0.59,0.28,6.59,0.25,0.29,0.23,0.15,0.19,0.79,0.38,11.24,0.44,0.43,0.38,0.26,0.56,2.91,1.01,12.65,1.02,1.24,1.01,1.20,2.12,7.57,1.42,8.48,1.25,1.22,1.22,1.42,1.83,7.05,0
'[11:15:14.161 26/09/2023]',0.08,4.67,0.06,0.06,0.06,0.05,0.09,0.57,0.28,6.58,0.26,0.29,0.24,0.15,0.19,0.82,0.40,11.58,0.45,0.46,0.39,0.26,0.57,2.81,1.02,13.02,1.02,1.22,1.01,1.19,2.13,7.77,1.45,8.94,1.33,1.31,1.31,1.44,1.79,7.49,0
'[11:15:14.191 26/09/2023]',0.08,4.59,0.05,0.07,0.06,0.05,0.09,0.60,0.29,6.55,0.26,0.30,0.24,0.16,0.19,0.78,0.40,11.89,0.44,0.48,0.39,0.27,0.56,2.79,1.01,13.21,1.01,1.20,1.00,1.17,2.13,7.89,1.48,9.22,1.41,1.40,1.40,1.46,1.77,7.96,0
'[11:15:14.223 26/09/2023]',0.07,4.53,0.06,0.07,0.06,0.05,0.09,0.60,0.29,6.58,0.26,0.30,0.24,0.16,0.19,0.81,0.41,12.13,0.44,0.49,0.38,0.27,0.56,2.80,1.01,13.35,0.99,1.16,0.98,1.16,2.14,7.96,1.52,9.45,1.49,1.49,1.48,1.47,1.76,8.48,0
'[11:15:14.252 26/09/2023]',0.07,4.38,0.06,0.07,0.06,0.05,0.09,0.59,0.29,6.62,0.25,0.30,0.25,0.17,0.19,0.87,0.41,12.25,0.44,0.49,0.37,0.26,0.55,2.81,1.03,13.54,0.95,1.11,0.95,1.13,2.18,8.07,1.60,9.66,1.59,1.60,1.53,1.49,1.72,9.04,0
'[11:15:14.303 26/09/2023]',0.07,4.22,0.06,0.07,0.06,0.05,0.09,0.58,0.29,6.72,0.24,0.30,0.25,0.17,0.19,0.91,0.41,12.40,0.44,0.49,0.37,0.27,0.54,2.81,1.04,13.71,0.91,1.06,0.92,1.09,2.20,8.15,1.69,9.85,1.68,1.70,1.61,1.58,1.76,9.60,0
'[11:15:14.691 26/09/2023]',0.08,4.06,0.06,0.07,0.06,0.05,0.09,0.57,0.30,6.77,0.24,0.29,0.26,0.18,0.19,0.93,0.40,12.51,0.42,0.50,0.37,0.28,0.54,2.82,1.05,13.89,0.88,1.05,0.88,1.05,2.19,8.17,1.77,10.00,1.76,1.79,1.70,1.66,1.82,10.15,0
'[11:15:14.953 26/09/2023]',0.08,3.96,0.06,0.07,0.06,0.05,0.09,0.55,0.31,6.77,0.25,0.29,0.26,0.18,0.20,0.94,0.41,12.57,0.41,0.49,0.36,0.27,0.54,2.85,1.06,14.16,0.90,1.07,0.83,1.03,2.18,8.19,1.85,10.13,1.85,1.88,1.78,1.74,1.90,10.66,0
'[11:15:15.051 26/09/2023]',0.08,3.84,0.06,0.07,0.06,0.05,0.09,0.54,0.33,6.77,0.26,0.29,0.26,0.18,0.20,0.96,0.42,12.59,0.41,0.48,0.34,0.27,0.55,2.89,1.06,14.55,0.92,1.08,0.86,1.01,2.15,8.17,1.92,10.22,1.92,1.97,1.87,1.82,1.97,11.13,0
'[11:15:15.134 26/09/2023]',0.08,3.86,0.06,0.07,0.06,0.05,0.09,0.52,0.33,6.85,0.27,0.29,0.27,0.19,0.20,0.97,0.44,12.57,0.41,0.48,0.33,0.27,0.56,2.94,1.05,15.00,0.93,1.08,0.90,1.00,2.13,8.14,1.99,10.31,1.99,2.05,1.94,1.90,2.03,11.58,0
'[11:15:15.215 26/09/2023]',0.09,3.98,0.07,0.07,0.06,0.05,0.08,0.54,0.33,7.06,0.27,0.30,0.26,0.18,0.20,1.02,0.46,12.45,0.42,0.47,0.33,0.28,0.56,3.02,1.04,15.30,0.93,1.07,0.91,0.99,2.10,8.10,2.05,10.37,2.05,2.12,2.01,1.96,2.08,11.97,0
'[11:15:15.292 26/09/2023]',0.09,4.09,0.06,0.08,0.06,0.05,0.08,0.52,0.34,7.29,0.28,0.30,0.26,0.18,0.21,1.03,0.48,12.25,0.42,0.47,0.32,0.29,0.56,3.12,1.05,15.48,0.95,1.05,0.92,0.98,2.07,8.17,2.11,10.45,2.11,2.19,2.08,2.03,2.13,12.33,0
'[11:15:15.358 26/09/2023]',0.09,4.15,0.06,0.08,0.06,0.05,0.09,0.51,0.35,7.48,0.29,0.31,0.26,0.19,0.22,1.00,0.49,11.99,0.42,0.46,0.31,0.29,0.55,3.23,1.08,15.62,0.98,1.06,0.94,0.98,2.03,8.26,2.16,10.52,2.16,2.25,2.13,2.08,2.17,12.64,0
'[11:15:15.405 26/09/2023]',0.09,4.24,0.07,0.08,0.06,0.05,0.09,0.49,0.35,7.62,0.29,0.32,0.25,0.19,0.22,0.99,0.49,11.69,0.41,0.45,0.31,0.28,0.54,3.34,1.09,15.69,1.00,1.07,0.96,0.98,2.00,8.30,2.21,10.59,2.21,2.30,2.18,2.13,2.22,12.93,0
'[11:15:15.429 26/09/2023]',0.10,4.35,0.07,0.08,0.07,0.06,0.08,0.48,0.35,7.76,0.29,0.32,0.25,0.19,0.21,1.00,0.50,11.36,0.41,0.46,0.31,0.29,0.52,3.39,1.10,15.68,1.02,1.08,0.99,0.98,1.99,8.24,2.25,10.73,2.26,2.35,2.23,2.18,2.26,13.16,0
'[11:15:15.457 26/09/2023]',0.09,4.48,0.07,0.08,0.07,0.06,0.08,0.47,0.34,7.85,0.28,0.32,0.25,0.20,0.20,1.04,0.50,11.05,0.41,0.46,0.31,0.28,0.49,3.47,1.10,15.72,1.04,1.08,1.00,0.96,1.96,8.13,2.29,10.96,2.30,2.40,2.28,2.22,2.29,13.37,0
'[11:15:15.480 26/09/2023]',0.09,4.57,0.07,0.08,0.07,0.06,0.08,0.48,0.33,7.98,0.27,0.31,0.24,0.21,0.18,1.03,0.50,10.74,0.41,0.47,0.31,0.28,0.46,3.52,1.09,15.79,1.05,1.08,1.01,0.98,1.95,8.02,2.32,11.13,2.34,2.44,2.32,2.26,2.32,13.59,0
'[11:15:15.504 26/09/2023]',0.09,4.67,0.06,0.08,0.07,0.05,0.08,0.48,0.33,8.10,0.27,0.30,0.24,0.21,0.18,1.10,0.49,10.42,0.41,0.46,0.30,0.29,0.44,3.51,1.08,15.88,1.06,1.07,1.01,1.00,1.95,7.90,2.36,11.31,2.37,2.47,2.35,2.29,2.35,13.80,0
'[11:15:15.552 26/09/2023]',0.09,4.77,0.07,0.07,0.07,0.05,0.08,0.46,0.33,8.23,0.27,0.30,0.24,0.21,0.19,1.12,0.48,10.39,0.42,0.46,0.29,0.30,0.41,3.53,1.08,15.92,1.08,1.07,1.01,1.02,1.93,7.72,2.39,11.48,2.40,2.51,2.39,2.33,2.38,13.99,0
'[11:15:15.568 26/09/2023]',0.10,4.85,0.08,0.08,0.07,0.06,0.08,0.45,0.32,8.35,0.26,0.30,0.25,0.22,0.19,1.16,0.46,10.65,0.40,0.45,0.30,0.31,0.39,3.56,1.07,15.93,1.07,1.07,1.02,1.06,1.90,7.50,2.39,11.58,2.40,2.54,2.42,2.35,2.37,14.18,0
'[11:15:15.595 26/09/2023]',0.09,5.02,0.08,0.08,0.07,0.06,0.08,0.46,0.31,8.50,0.25,0.29,0.26,0.23,0.19,1.13,0.45,10.59,0.39,0.43,0.29,0.32,0.37,3.52,1.07,15.84,1.08,1.06,1.01,1.07,1.87,7.15,2.33,11.16,2.34,2.53,2.42,2.34,2.32,14.13,0
'[11:15:15.622 26/09/2023]',0.10,4.90,0.09,0.08,0.07,0.07,0.09,0.45,0.31,8.23,0.25,0.29,0.26,0.22,0.19,1.11,0.41,10.21,0.37,0.42,0.29,0.33,0.36,3.49,1.05,15.31,1.07,1.06,1.00,1.08,1.83,6.81,2.25,10.70,2.26,2.47,2.36,2.28,2.26,13.82,0
'[11:15:15.659 26/09/2023]',0.10,4.83,0.08,0.09,0.08,0.07,0.09,0.46,0.30,8.08,0.23,0.29,0.26,0.22,0.19,1.06,0.40,9.96,0.36,0.40,0.29,0.33,0.35,3.41,1.05,14.67,1.09,1.05,1.00,1.08,1.79,6.53,2.16,10.19,2.17,2.39,2.28,2.20,2.19,13.40,0
'[11:15:15.687 26/09/2023]',0.09,4.81,0.08,0.08,0.08,0.07,0.09,0.50,0.29,7.90,0.23,0.28,0.25,0.22,0.18,1.08,0.39,9.72,0.36,0.39,0.29,0.34,0.34,3.41,1.05,14.10,1.10,1.06,0.99,1.07,1.75,6.32,2.06,9.71,2.08,2.30,2.19,2.11,2.11,12.89,0
'[11:15:15.715 26/09/2023]',0.09,4.76,0.08,0.08,0.07,0.07,0.09,0.51,0.28,7.78,0.22,0.28,0.25,0.22,0.18,1.06,0.38,9.44,0.36,0.37,0.31,0.34,0.34,3.40,1.04,13.65,1.10,1.06,0.99,1.07,1.71,6.26,1.97,9.16,1.99,2.19,2.10,2.00,2.11,12.36,0
'[11:15:15.744 26/09/2023]',0.09,4.72,0.08,0.08,0.07,0.07,0.10,0.51,0.26,7.64,0.21,0.27,0.24,0.22,0.18,1.07,0.39,9.21,0.38,0.36,0.32,0.34,0.34,3.30,1.05,13.23,1.12,1.06,0.99,1.06,1.67,6.28,1.88,8.70,1.90,2.10,2.01,1.91,2.12,11.85,0
'[11:15:15.772 26/09/2023]',0.09,4.67,0.08,0.08,0.07,0.07,0.10,0.60,0.25,7.53,0.20,0.25,0.23,0.21,0.18,1.04,0.39,9.39,0.39,0.36,0.33,0.34,0.33,3.25,1.06,12.95,1.15,1.08,0.99,1.05,1.61,6.32,1.82,8.56,1.83,2.01,1.92,1.82,2.09,11.36,0
'[11:15:15.798 26/09/2023]',0.09,4.63,0.08,0.08,0.07,0.07,0.10,0.62,0.24,7.46,0.19,0.24,0.23,0.21,0.17,1.04,0.39,9.63,0.40,0.36,0.34,0.34,0.32,3.17,1.07,12.68,1.18,1.09,0.98,1.04,1.54,6.31,1.79,8.56,1.79,1.94,1.86,1.75,2.05,10.97,0
'[11:15:15.833 26/09/2023]',0.08,4.53,0.07,0.08,0.07,0.07,0.09,0.63,0.23,7.40,0.18,0.23,0.22,0.21,0.17,1.06,0.38,9.80,0.41,0.36,0.34,0.33,0.31,3.05,1.07,12.58,1.20,1.11,0.98,1.03,1.51,6.41,1.78,8.68,1.76,1.90,1.82,1.72,2.02,10.73,0
'[11:15:15.863 26/09/2023]',0.08,4.42,0.07,0.07,0.06,0.07,0.09,0.62,0.22,7.35,0.18,0.22,0.22,0.21,0.16,1.09,0.37,9.94,0.42,0.35,0.34,0.33,0.31,3.07,1.06,12.63,1.21,1.12,0.96,1.01,1.51,6.58,1.77,8.84,1.74,1.87,1.80,1.71,2.00,10.61,0
'[11:15:15.891 26/09/2023]',0.08,4.40,0.07,0.07,0.06,0.07,0.09,0.69,0.21,7.37,0.17,0.21,0.21,0.22,0.16,1.16,0.36,9.92,0.43,0.34,0.35,0.32,0.31,3.00,1.05,12.54,1.21,1.12,0.95,0.99,1.52,6.84,1.78,9.00,1.74,1.86,1.79,1.72,2.00,10.55,0
'[11:15:15.916 26/09/2023]',0.08,4.29,0.07,0.06,0.06,0.07,0.09,0.69,0.20,7.30,0.16,0.20,0.21,0.21,0.15,1.16,0.35,9.88,0.44,0.33,0.34,0.31,0.31,2.90,1.04,12.48,1.21,1.12,0.93,0.98,1.53,7.09,1.80,9.18,1.75,1.87,1.80,1.71,2.00,10.56,0
'[11:15:15.942 26/09/2023]',0.08,4.14,0.08,0.06,0.06,0.07,0.09,0.67,0.19,7.19,0.17,0.19,0.20,0.21,0.15,1.12,0.36,9.78,0.45,0.32,0.34,0.30,0.30,2.77,1.03,12.50,1.20,1.14,0.90,0.99,1.50,7.28,1.81,9.29,1.76,1.88,1.81,1.73,2.02,10.58,0
'[11:15:15.974 26/09/2023]',0.08,4.07,0.08,0.08,0.07,0.07,0.09,0.67,0.19,7.04,0.17,0.19,0.19,0.20,0.15,1.07,0.36,9.64,0.47,0.33,0.35,0.29,0.31,2.66,1.01,12.57,1.19,1.14,0.89,1.01,1.49,7.40,1.83,9.45,1.77,1.89,1.82,1.75,2.02,10.62,0
'[11:15:16.004 26/09/2023]',0.08,4.02,0.08,0.07,0.06,0.07,0.09,0.68,0.19,6.93,0.17,0.18,0.19,0.21,0.15,1.04,0.35,9.44,0.48,0.33,0.36,0.29,0.31,2.54,0.99,12.62,1.16,1.14,0.87,1.02,1.51,7.49,1.85,9.68,1.79,1.91,1.84,1.78,1.99,10.68,0
'[11:15:16.030 26/09/2023]',0.08,3.98,0.08,0.07,0.06,0.07,0.09,0.69,0.19,6.83,0.17,0.18,0.18,0.21,0.15,1.02,0.35,9.27,0.49,0.34,0.36,0.28,0.31,2.46,0.96,12.65,1.13,1.13,0.86,1.04,1.53,7.60,1.87,9.89,1.81,1.93,1.86,1.81,2.00,10.81,0
'[11:15:16.056 26/09/2023]',0.08,4.01,0.08,0.07,0.06,0.06,0.08,0.73,0.19,6.66,0.17,0.18,0.17,0.21,0.16,0.97,0.34,9.16,0.49,0.34,0.35,0.27,0.30,2.36,0.95,12.70,1.11,1.11,0.84,1.04,1.54,7.69,1.89,10.07,1.83,1.95,1.88,1.83,2.01,10.95,0
'[11:15:16.089 26/09/2023]',0.07,3.93,0.07,0.07,0.06,0.06,0.08,0.74,0.19,6.57,0.17,0.19,0.17,0.21,0.16,0.97,0.34,9.14,0.48,0.33,0.35,0.25,0.29,2.30,0.94,12.76,1.09,1.10,0.84,1.04,1.54,7.73,1.92,10.28,1.86,1.97,1.90,1.87,2.02,11.09,0
'[11:15:16.119 26/09/2023]',0.07,3.89,0.07,0.07,0.06,0.06,0.08,0.74,0.19,6.43,0.16,0.19,0.16,0.20,0.16,0.96,0.34,9.06,0.49,0.33,0.35,0.26,0.30,2.20,0.94,12.80,1.07,1.09,0.86,1.04,1.55,7.70,1.94,10.38,1.88,1.99,1.93,1.90,2.02,11.23,0
'[11:15:16.149 26/09/2023]',0.07,3.82,0.07,0.07,0.06,0.06,0.08,0.72,0.20,6.34,0.17,0.20,0.16,0.20,0.17,0.97,0.34,8.96,0.49,0.33,0.35,0.27,0.31,2.12,0.93,12.87,1.06,1.07,0.87,1.04,1.56,7.73,1.97,10.48,1.91,2.02,1.95,1.94,2.02,11.41,0
'[11:15:16.178 26/09/2023]',0.07,3.69,0.07,0.07,0.05,0.06,0.08,0.69,0.20,6.23,0.17,0.21,0.16,0.20,0.17,1.04,0.34,8.89,0.49,0.34,0.35,0.28,0.32,2.06,0.93,13.00,1.04,1.05,0.87,1.04,1.56,7.72,1.99,10.49,1.93,2.05,1.98,1.98,2.02,11.58,0
'[11:15:16.212 26/09/2023]',0.08,3.55,0.07,0.07,0.06,0.06,0.08,0.69,0.19,6.18,0.17,0.21,0.16,0.20,0.17,1.16,0.34,8.84,0.49,0.35,0.35,0.28,0.33,2.00,0.93,13.21,1.03,1.03,0.86,1.05,1.54,7.75,2.01,10.56,1.95,2.07,1.99,2.02,2.02,11.74,0
'[11:15:16.239 26/09/2023]',0.07,3.46,0.07,0.07,0.06,0.06,0.07,0.69,0.20,6.10,0.17,0.21,0.16,0.20,0.17,1.21,0.33,8.69,0.48,0.35,0.34,0.29,0.33,1.97,0.94,13.51,1.03,1.02,0.86,1.06,1.54,7.87,2.03,10.59,1.97,2.09,2.01,2.05,2.02,11.84,0
'[11:15:16.270 26/09/2023]',0.08,3.37,0.07,0.07,0.05,0.06,0.07,0.68,0.19,6.02,0.17,0.22,0.17,0.21,0.17,1.26,0.32,8.57,0.48,0.35,0.33,0.28,0.33,1.96,0.95,13.74,1.05,1.02,0.84,1.09,1.55,7.94,2.04,10.60,1.98,2.11,2.03,2.08,2.04,11.90,0
'[11:15:16.296 26/09/2023]',0.08,3.29,0.07,0.07,0.05,0.06,0.07,0.67,0.19,5.94,0.17,0.22,0.18,0.22,0.17,1.31,0.33,8.36,0.48,0.35,0.33,0.29,0.33,1.93,0.97,13.85,1.09,1.02,0.85,1.08,1.56,7.96,2.04,10.52,1.99,2.12,2.04,2.10,2.08,11.96,0
'[11:15:16.348 26/09/2023]',0.08,3.35,0.07,0.07,0.06,0.06,0.06,0.68,0.19,5.97,0.17,0.22,0.19,0.22,0.17,1.40,0.32,8.02,0.47,0.36,0.32,0.28,0.33,1.90,0.99,14.02,1.12,1.02,0.88,1.07,1.56,8.00,2.05,10.48,2.00,2.12,2.05,2.11,2.14,12.01,0
'[11:15:16.451 26/09/2023]',0.08,3.45,0.07,0.07,0.06,0.06,0.06,0.67,0.19,5.98,0.17,0.22,0.19,0.22,0.17,1.45,0.32,7.76,0.47,0.36,0.32,0.28,0.32,1.88,1.02,14.10,1.14,1.02,0.91,1.05,1.60,8.02,2.06,10.45,2.00,2.13,2.05,2.13,2.15,12.06,0
'[11:15:16.553 26/09/2023]',0.08,3.54,0.07,0.07,0.05,0.06,0.06,0.67,0.18,6.05,0.16,0.23,0.20,0.22,0.17,1.49,0.32,7.54,0.47,0.37,0.32,0.28,0.33,1.86,1.03,14.14,1.16,1.01,0.92,1.01,1.73,8.00,2.06,10.34,2.01,2.13,2.05,2.14,2.15,12.08,0
'[11:15:16.904 26/09/2023]',0.08,3.69,0.07,0.07,0.06,0.06,0.07,0.68,0.18,6.09,0.17,0.22,0.21,0.23,0.18,1.51,0.32,7.29,0.45,0.37,0.30,0.28,0.34,1.86,1.05,14.18,1.18,0.99,0.93,0.98,1.82,8.02,2.07,10.19,2.01,2.13,2.05,2.15,2.13,12.11,0
'[11:15:17.153 26/09/2023]',0.08,3.83,0.07,0.07,0.06,0.05,0.07,0.68,0.18,6.13,0.16,0.22,0.21,0.23,0.17,1.56,0.32,7.04,0.45,0.37,0.29,0.28,0.34,1.83,1.07,14.23,1.19,0.97,0.95,0.95,1.89,8.08,2.08,10.01,2.02,2.13,2.05,2.16,2.18,12.14,0
'[11:15:17.264 26/09/2023]',0.07,3.94,0.07,0.07,0.06,0.06,0.07,0.69,0.18,6.15,0.16,0.22,0.21,0.23,0.16,1.59,0.32,6.89,0.45,0.37,0.28,0.28,0.33,1.81,1.08,14.21,1.19,0.95,0.96,0.93,1.95,8.12,2.08,9.89,2.02,2.13,2.05,2.16,2.29,12.14,0
'[11:15:17.345 26/09/2023]',0.07,4.06,0.07,0.06,0.05,0.05,0.06,0.68,0.18,6.26,0.17,0.22,0.21,0.23,0.16,1.66,0.32,6.95,0.44,0.38,0.28,0.28,0.34,1.73,1.09,14.10,1.19,0.94,0.97,0.93,2.01,8.13,2.08,9.79,2.02,2.13,2.06,2.17,2.41,12.16,0
'[11:15:17.407 26/09/2023]',0.07,4.14,0.07,0.07,0.05,0.05,0.07,0.64,0.18,6.34,0.17,0.23,0.21,0.23,0.17,1.71,0.32,7.04,0.43,0.39,0.27,0.29,0.35,1.70,1.11,13.90,1.21,0.93,1.00,0.92,2.07,8.10,2.08,9.61,2.02,2.13,2.05,2.17,2.54,12.16,0
'[11:15:17.437 26/09/2023]',0.07,4.28,0.07,0.06,0.05,0.05,0.07,0.66,0.18,6.42,0.17,0.23,0.22,0.23,0.17,1.78,0.32,7.12,0.43,0.39,0.25,0.30,0.36,1.66,1.13,13.72,1.21,0.93,1.02,0.89,2.13,8.03,2.05,9.43,1.99,2.13,2.05,2.17,2.65,12.16,0
'[11:15:17.461 26/09/2023]',0.08,4.08,0.07,0.06,0.05,0.05,0.07,0.65,0.18,6.11,0.18,0.23,0.23,0.23,0.16,1.80,0.31,7.00,0.40,0.39,0.25,0.30,0.35,1.68,1.12,13.12,1.19,0.94,1.05,0.87,2.20,7.96,1.99,9.03,1.93,2.10,2.02,2.14,2.77,11.99,0
'[11:15:17.497 26/09/2023]',0.08,4.12,0.07,0.07,0.06,0.06,0.07,0.62,0.18,6.05,0.17,0.24,0.23,0.23,0.17,1.78,0.31,6.56,0.39,0.38,0.24,0.29,0.34,1.74,1.11,12.34,1.18,0.93,1.05,0.90,2.28,7.87,1.91,8.68,1.85,2.03,1.96,2.08,2.87,11.63,0
'[11:15:17.522 26/09/2023]',0.08,4.14,0.07,0.07,0.06,0.06,0.08,0.60,0.17,6.00,0.16,0.24,0.23,0.23,0.18,1.77,0.30,6.13,0.38,0.38,0.23,0.30,0.35,1.80,1.12,11.61,1.17,0.92,1.07,0.94,2.33,7.79,1.82,8.39,1.77,1.95,1.88,2.00,2.96,11.19,0
'[11:15:17.548 26/09/2023]',0.08,4.16,0.08,0.06,0.06,0.06,0.09,0.60,0.18,5.99,0.17,0.24,0.23,0.23,0.20,1.76,0.29,5.82,0.37,0.38,0.23,0.31,0.33,1.88,1.11,10.93,1.15,0.93,1.08,0.99,2.38,7.70,1.74,8.04,1.68,1.86,1.79,1.91,3.05,10.68,0
'[11:15:17.579 26/09/2023]',0.08,4.15,0.08,0.07,0.07,0.07,0.09,0.59,0.18,6.01,0.17,0.24,0.24,0.24,0.20,1.79,0.29,5.78,0.35,0.37,0.22,0.30,0.34,1.90,1.11,10.34,1.14,0.95,1.07,1.01,2.46,7.58,1.66,7.75,1.60,1.76,1.70,1.82,3.12,10.15,0
'[11:15:17.600 26/09/2023]',0.08,4.14,0.08,0.07,0.07,0.07,0.09,0.57,0.18,6.04,0.17,0.24,0.24,0.24,0.19,1.81,0.29,5.77,0.34,0.37,0.21,0.31,0.34,1.96,1.12,9.88,1.12,0.95,1.10,1.04,2.55,7.40,1.59,7.50,1.52,1.68,1.62,1.74,3.18,9.66,0
'[11:15:17.631 26/09/2023]',0.08,4.12,0.08,0.07,0.07,0.07,0.09,0.54,0.19,6.09,0.17,0.24,0.25,0.24,0.20,1.85,0.29,5.69,0.33,0.37,0.21,0.31,0.34,1.99,1.13,9.47,1.10,0.94,1.12,1.07,2.61,7.17,1.52,7.28,1.45,1.60,1.54,1.66,3.24,9.21,0
'[11:15:17.659 26/09/2023]',0.08,4.10,0.07,0.07,0.07,0.06,0.09,0.53,0.18,6.10,0.17,0.24,0.25,0.24,0.19,1.87,0.29,5.64,0.33,0.37,0.20,0.32,0.34,1.99,1.12,9.13,1.07,0.94,1.14,1.10,2.70,6.90,1.46,7.08,1.38,1.52,1.47,1.59,3.31,8.78,0
'[11:15:17.681 26/09/2023]',0.08,4.08,0.07,0.07,0.07,0.06,0.08,0.53,0.18,6.11,0.16,0.23,0.24,0.24,0.18,1.87,0.29,5.58,0.34,0.36,0.19,0.31,0.34,1.97,1.12,8.80,1.04,0.94,1.15,1.12,2.78,6.68,1.40,6.91,1.34,1.45,1.39,1.52,3.36,8.39,0
'[11:15:17.709 26/09/2023]',0.08,4.05,0.07,0.06,0.06,0.06,0.08,0.54,0.17,6.10,0.16,0.22,0.23,0.23,0.18,1.86,0.29,5.54,0.34,0.36,0.19,0.31,0.34,1.99,1.12,8.56,1.01,0.95,1.17,1.15,2.87,6.40,1.34,6.71,1.30,1.39,1.33,1.46,3.40,8.00,0
'[11:15:17.737 26/09/2023]',0.08,4.02,0.08,0.06,0.06,0.06,0.08,0.54,0.17,6.06,0.15,0.21,0.23,0.23,0.17,1.84,0.29,5.48,0.34,0.36,0.19,0.30,0.34,2.01,1.11,8.40,1.00,0.95,1.20,1.16,2.96,6.15,1.29,6.52,1.26,1.33,1.30,1.39,3.42,7.63,0
'[11:15:17.763 26/09/2023]',0.07,4.02,0.07,0.06,0.06,0.06,0.08,0.50,0.16,6.06,0.14,0.20,0.22,0.23,0.16,1.79,0.29,5.41,0.33,0.36,0.18,0.29,0.33,2.05,1.11,8.20,1.02,0.95,1.22,1.18,3.03,5.92,1.23,6.31,1.21,1.29,1.26,1.33,3.47,7.29,0
'[11:15:17.796 26/09/2023]',0.07,4.00,0.07,0.06,0.06,0.06,0.08,0.49,0.16,6.01,0.14,0.19,0.22,0.23,0.15,1.76,0.29,5.30,0.33,0.35,0.18,0.29,0.33,2.04,1.10,7.95,1.03,0.95,1.23,1.20,3.10,5.96,1.18,6.25,1.16,1.25,1.21,1.27,3.51,6.93,0
'[11:15:17.823 26/09/2023]',0.08,4.01,0.07,0.05,0.06,0.05,0.08,0.49,0.15,5.95,0.13,0.18,0.21,0.23,0.15,1.67,0.31,5.18,0.33,0.35,0.18,0.28,0.34,1.98,1.09,7.68,1.02,0.96,1.25,1.22,3.14,6.03,1.15,6.16,1.13,1.20,1.16,1.22,3.54,6.58,0
'[11:15:17.852 26/09/2023]',0.07,4.57,0.07,0.06,0.06,0.06,0.08,0.53,0.15,6.44,0.13,0.17,0.20,0.21,0.15,1.61,0.31,6.77,0.33,0.36,0.19,0.26,0.35,2.01,1.07,10.21,1.01,0.99,1.28,1.23,3.14,6.17,1.15,8.72,1.13,1.17,1.13,1.15,3.55,6.36,0
'[11:15:17.881 26/09/2023]',0.07,4.92,0.07,0.06,0.06,0.06,0.08,0.55,0.14,6.69,0.13,0.17,0.19,0.21,0.15,1.54,0.31,8.50,0.32,0.35,0.20,0.25,0.34,2.06,1.04,13.05,1.00,1.02,1.30,1.23,3.17,6.30,1.16,10.59,1.14,1.17,1.13,1.14,3.51,6.27,0
'[11:15:17.913 26/09/2023]',0.07,5.27,0.07,0.06,0.06,0.06,0.08,0.54,0.13,6.90,0.13,0.16,0.18,0.20,0.14,1.46,0.31,10.08,0.31,0.34,0.20,0.24,0.34,2.16,1.01,16.09,1.00,1.05,1.31,1.22,3.20,6.41,1.17,12.34,1.15,1.18,1.14,1.15,3.46,6.31,0
'[11:15:17.946 26/09/2023]',0.07,5.58,0.07,0.06,0.05,0.06,0.09,0.56,0.14,7.11,0.14,0.16,0.18,0.20,0.14,1.40,0.33,11.51,0.31,0.32,0.20,0.22,0.35,2.26,0.99,18.95,1.00,1.07,1.31,1.21,3.21,6.57,1.19,13.97,1.16,1.20,1.16,1.17,3.39,6.39,0
